key,dates
9667,6/25/2017
9667,7/2/2017
9667,7/8/2017
9667,7/23/2017
9667,7/30/2017
9667,8/13/2017
9667,8/19/2017
9667,8/20/2017
9667,9/24/2017
9667,9/30/2017
9667,11/12/2017
9667,11/25/2017
9667,12/10/2017
9667,12/17/2017
9667,12/24/2017
9667,12/31/2017
9667,10/8/2017
9667,10/15/2017
8551,5/7/2017
8551,5/29/2017
8551,6/24/2017
8551,11/23/2017
8551,12/9/2017
8551,12/17/2017
8551,1/7/2017
8551,3/25/2017
8551,5/6/2017
8551,6/3/2017
8551,9/4/2017
8551,9/16/2017
8551,9/23/2017
8551,11/11/2017
8551,11/12/2017
8551,11/18/2017
8551,11/19/2017
8551,12/10/2017
8551,12/16/2017
8551,1/14/2017
8551,5/20/2017
8551,7/4/2017
8551,12/2/2017
8551,7/1/2017
8551,8/12/2017
8551,8/26/2017
8551,9/9/2017
8551,9/10/2017
8551,10/1/2017
8551,10/7/2017
8551,10/8/2017
8551,12/3/2017
8551,12/24/2017
8551,12/30/2017
8551,12/31/2017
8551,7/29/2017
8551,10/29/2017
29968,7/4/2017
29968,5/27/2017
29968,10/15/2017
29968,11/4/2017
29968,12/3/2017
29968,1/29/2017
29968,2/25/2017
29968,7/30/2017
29968,9/23/2017
29968,11/5/2017
29968,11/11/2017
29968,11/25/2017
29968,12/2/2017
29968,12/25/2017
29968,12/30/2017
29968,12/31/2017
29968,4/14/2017
29968,11/18/2017
29968,1/21/2017
29968,4/22/2017
29968,5/7/2017
29968,5/21/2017
29968,7/22/2017
29968,4/23/2017
29968,9/2/2017
29968,11/26/2017
29968,4/29/2017
29968,5/14/2017
29968,6/25/2017
29968,7/23/2017
29968,9/9/2017
29968,9/17/2017
29968,11/12/2017
29968,12/9/2017
29968,1/7/2017
9203,12/2/2017
9203,11/23/2017
9203,2/25/2017
9203,2/26/2017
9203,4/29/2017
9203,4/30/2017
9203,6/18/2017
9203,7/9/2017
9203,9/17/2017
9203,11/25/2017
9203,12/17/2017
9203,12/30/2017
9203,12/31/2017
9203,1/2/2017
9203,1/22/2017
9203,1/29/2017
9203,2/11/2017
9203,4/15/2017
9203,4/23/2017
9203,5/6/2017
9203,5/7/2017
9203,7/1/2017
9203,7/4/2017
9203,7/30/2017
9203,10/15/2017
9203,10/28/2017
9203,11/5/2017
9203,11/11/2017
9203,11/12/2017
9203,11/19/2017
9203,11/26/2017
9203,12/3/2017
9203,12/9/2017
9203,12/25/2017
9203,1/8/2017
9203,2/12/2017
9203,3/4/2017
9203,3/5/2017
9203,4/9/2017
9203,5/13/2017
9203,5/14/2017
9203,5/20/2017
9203,5/21/2017
9203,5/28/2017
9203,6/3/2017
9203,6/4/2017
9203,7/16/2017
9203,7/22/2017
9203,7/23/2017
9203,7/29/2017
9203,8/13/2017
9203,8/19/2017
9203,12/10/2017
9203,12/16/2017
9203,12/23/2017
9203,5/27/2017
10121,2/26/2017
10121,5/13/2017
10121,7/30/2017
10121,12/2/2017
10121,12/9/2017
10121,1/14/2017
10121,1/16/2017
10121,6/10/2017
10121,6/17/2017
10121,9/16/2017
10121,10/8/2017
10121,10/22/2017
10121,11/25/2017
10121,12/10/2017
10121,12/16/2017
10121,4/14/2017
10121,5/28/2017
10121,7/2/2017
10121,7/8/2017
10121,10/15/2017
10121,1/28/2017
10121,5/29/2017
10121,2/4/2017
10121,4/16/2017
10121,5/20/2017
10121,5/21/2017
10121,6/18/2017
10121,8/19/2017
10121,9/30/2017
10121,11/23/2017
10121,10/21/2017
10121,10/7/2017
12215,3/5/2017
12215,8/13/2017
12215,8/19/2017
12215,8/27/2017
12215,9/17/2017
12215,11/4/2017
12215,11/25/2017
12215,12/3/2017
12215,1/1/2017
12215,1/2/2017
12215,2/5/2017
12215,4/8/2017
12215,4/30/2017
12215,7/9/2017
12215,11/11/2017
12215,11/18/2017
12215,11/23/2017
12215,12/2/2017
12215,2/12/2017
12215,4/14/2017
12215,5/20/2017
12215,7/29/2017
12215,1/28/2017
12215,2/19/2017
12215,7/4/2017
12215,8/26/2017
12215,9/4/2017
12215,12/9/2017
12215,12/30/2017
12215,6/11/2017
12215,6/17/2017
12215,10/28/2017
121077,10/8/2017
121077,12/25/2017
121077,12/31/2017
121077,1/2/2017
121077,2/5/2017
121077,4/30/2017
121077,5/13/2017
121077,5/29/2017
121077,7/8/2017
121077,7/29/2017
121077,7/30/2017
121077,10/28/2017
121077,11/5/2017
121077,12/3/2017
121077,9/16/2017
121077,5/6/2017
121077,11/11/2017
121077,11/12/2017
121077,4/15/2017
121077,1/28/2017
121077,2/18/2017
121077,4/29/2017
121077,5/14/2017
121077,5/28/2017
121077,7/22/2017
121077,8/13/2017
121077,8/19/2017
121077,8/27/2017
121077,9/23/2017
121077,10/14/2017
121077,11/18/2017
121077,11/23/2017
121077,11/25/2017
121077,12/9/2017
121077,12/17/2017
121077,12/23/2017
121077,12/30/2017
121077,9/2/2017
165052,8/19/2017
165052,8/27/2017
165052,9/10/2017
165052,10/21/2017
165052,11/4/2017
165052,11/5/2017
165052,12/10/2017
165052,12/23/2017
165052,1/16/2017
165052,2/5/2017
165052,4/14/2017
165052,4/22/2017
165052,4/23/2017
165052,4/29/2017
165052,5/7/2017
165052,5/13/2017
165052,6/3/2017
165052,7/4/2017
165052,8/5/2017
165052,8/6/2017
165052,9/9/2017
165052,9/23/2017
165052,10/15/2017
165052,11/11/2017
165052,11/18/2017
165052,11/19/2017
165052,11/25/2017
165052,11/26/2017
165052,12/3/2017
165052,12/17/2017
165052,12/24/2017
165052,12/25/2017
165052,12/30/2017
165052,11/12/2017
165052,1/28/2017
165052,2/4/2017
165052,2/20/2017
165052,4/16/2017
165052,5/20/2017
165052,10/22/2017
165052,6/18/2017
165052,8/12/2017
165052,8/13/2017
165052,12/31/2017
165052,4/8/2017
165052,3/25/2017
165052,7/9/2017
165052,12/16/2017
165052,2/18/2017
165052,4/2/2017
182826,10/7/2017
182826,12/17/2017
182826,1/21/2017
182826,12/24/2017
7922,2/19/2017
7922,5/27/2017
7922,1/8/2017
7922,1/16/2017
7922,4/15/2017
7922,5/14/2017
7922,10/22/2017
7922,11/5/2017
7922,11/12/2017
7922,11/26/2017
7922,12/3/2017
7922,11/23/2017
7922,2/4/2017
7922,6/11/2017
7922,1/29/2017
7922,2/26/2017
7922,4/30/2017
7922,5/7/2017
7922,6/4/2017
7922,11/18/2017
7922,12/2/2017
7922,12/17/2017
7922,2/25/2017
7922,1/21/2017
7922,1/28/2017
7922,2/11/2017
7922,2/20/2017
7922,4/14/2017
7922,4/23/2017
7922,8/12/2017
7922,9/3/2017
7922,12/23/2017
7922,12/25/2017
7922,8/13/2017
7922,11/25/2017
7922,12/31/2017
7922,9/16/2017
64275,1/15/2017
64275,6/4/2017
64275,7/29/2017
64275,11/5/2017
64275,12/16/2017
64275,3/4/2017
64275,12/25/2017
64275,12/30/2017
64275,12/31/2017
64275,1/21/2017
64275,8/19/2017
64275,1/1/2017
64275,1/16/2017
64275,5/6/2017
64275,11/11/2017
64275,11/18/2017
64275,11/26/2017
64275,2/19/2017
64275,5/14/2017
3835,7/15/2017
3835,12/2/2017
3835,12/10/2017
3835,2/4/2017
3835,4/8/2017
3835,5/28/2017
3835,6/10/2017
3835,6/24/2017
3835,7/22/2017
3835,7/30/2017
3835,8/12/2017
3835,8/13/2017
3835,9/24/2017
3835,10/8/2017
3835,11/12/2017
3835,11/18/2017
3835,11/19/2017
3835,11/23/2017
3835,11/26/2017
3835,12/25/2017
3835,1/2/2017
3835,1/28/2017
3835,2/18/2017
3835,2/19/2017
3835,4/14/2017
3835,5/7/2017
3835,5/20/2017
3835,5/29/2017
3835,7/4/2017
3835,11/25/2017
3835,12/16/2017
3835,4/23/2017
3835,7/29/2017
3835,8/19/2017
3835,8/20/2017
3835,11/11/2017
3835,12/31/2017
3835,2/11/2017
3835,2/20/2017
3835,4/9/2017
3835,6/3/2017
3835,10/14/2017
3835,12/17/2017
3835,4/16/2017
3835,3/4/2017
3835,5/6/2017
3835,5/21/2017
3835,6/17/2017
3835,6/18/2017
3835,7/23/2017
3835,9/9/2017
3835,9/10/2017
3835,9/17/2017
3835,9/23/2017
3835,9/30/2017
3835,10/7/2017
3835,10/15/2017
3835,10/22/2017
3835,12/3/2017
3835,12/9/2017
3835,12/23/2017
3835,12/24/2017
3835,12/30/2017
3835,9/16/2017
3835,2/5/2017
3835,10/28/2017
111064,10/29/2017
111064,5/29/2017
111064,6/24/2017
111064,8/5/2017
111064,10/22/2017
111064,11/11/2017
111064,11/12/2017
111064,11/19/2017
111064,12/10/2017
111064,12/16/2017
111064,12/23/2017
111064,8/6/2017
111064,11/18/2017
111064,1/16/2017
111064,4/16/2017
111064,7/1/2017
111064,1/7/2017
111064,11/25/2017
111064,11/26/2017
111064,12/2/2017
7750,1/1/2017
7750,4/23/2017
7750,5/27/2017
7750,5/29/2017
7750,8/12/2017
7750,9/16/2017
7750,11/11/2017
7750,7/15/2017
7750,11/12/2017
7750,11/26/2017
7750,12/23/2017
7750,12/25/2017
7750,4/14/2017
7750,4/29/2017
7750,11/5/2017
7750,12/2/2017
7750,3/4/2017
7750,3/11/2017
7750,6/3/2017
7750,11/18/2017
7750,11/19/2017
7750,12/30/2017
7750,1/28/2017
7750,11/25/2017
7750,12/31/2017
7750,1/15/2017
7750,3/19/2017
7750,10/29/2017
7750,12/17/2017
7750,8/19/2017
7750,11/23/2017
19849,1/7/2017
19849,8/12/2017
19849,11/23/2017
19849,4/22/2017
19849,6/4/2017
19849,8/5/2017
19849,10/22/2017
19849,11/12/2017
19849,7/4/2017
19849,2/25/2017
19849,3/11/2017
19849,6/17/2017
19849,9/24/2017
19849,11/18/2017
19849,11/19/2017
19849,12/25/2017
19849,12/31/2017
19849,6/10/2017
19849,8/13/2017
10789,2/19/2017
10789,2/25/2017
10789,4/29/2017
10789,8/26/2017
10789,10/21/2017
10789,11/19/2017
10789,1/7/2017
10789,4/30/2017
10789,5/20/2017
10789,8/5/2017
10789,8/19/2017
10789,10/28/2017
10789,10/29/2017
10789,11/11/2017
10789,11/23/2017
10789,12/17/2017
10789,12/9/2017
10789,7/29/2017
10789,11/5/2017
10789,11/18/2017
10789,1/2/2017
10789,1/16/2017
10789,6/17/2017
10789,6/24/2017
10789,8/13/2017
10789,8/20/2017
10789,8/27/2017
10789,11/25/2017
10789,11/26/2017
10789,12/10/2017
10789,12/24/2017
10789,12/30/2017
10789,1/29/2017
10789,12/3/2017
10789,12/16/2017
10789,12/23/2017
10789,12/31/2017
10789,2/26/2017
264414,1/14/2017
264414,1/16/2017
264414,5/6/2017
264414,6/25/2017
264414,7/30/2017
264414,8/12/2017
264414,10/29/2017
264414,1/8/2017
264414,4/29/2017
264414,10/7/2017
264414,10/8/2017
264414,11/19/2017
264414,7/8/2017
264414,6/18/2017
264414,7/22/2017
264414,9/16/2017
264414,12/30/2017
264414,2/18/2017
264414,2/19/2017
264414,8/5/2017
264414,11/5/2017
264414,10/15/2017
10839,7/4/2017
10839,7/8/2017
10839,8/6/2017
10839,10/1/2017
10839,11/12/2017
10839,7/23/2017
10839,8/19/2017
10839,11/19/2017
10839,12/3/2017
10839,12/9/2017
10839,12/10/2017
10839,12/17/2017
165215,2/20/2017
165215,1/7/2017
165215,1/16/2017
165215,7/2/2017
165215,11/19/2017
165215,11/25/2017
165215,12/17/2017
165215,9/10/2017
165215,7/1/2017
165215,7/30/2017
165215,10/29/2017
165215,11/23/2017
165215,5/13/2017
165215,6/4/2017
165215,7/22/2017
165215,11/26/2017
165215,8/5/2017
165215,8/13/2017
20228,6/3/2017
20228,6/10/2017
20228,7/1/2017
20228,11/11/2017
20228,12/2/2017
20228,12/16/2017
20228,12/23/2017
20228,4/29/2017
20228,7/2/2017
20228,7/4/2017
20228,7/23/2017
20228,9/2/2017
20228,9/9/2017
20228,12/9/2017
20228,12/31/2017
20228,10/28/2017
20228,11/12/2017
20228,7/15/2017
20228,3/18/2017
20228,5/13/2017
20228,5/21/2017
20228,5/29/2017
20228,6/25/2017
20228,7/16/2017
20228,12/17/2017
20228,12/25/2017
20228,2/20/2017
20228,11/19/2017
166593,2/4/2017
166593,2/11/2017
166593,4/14/2017
166593,4/15/2017
166593,4/29/2017
166593,5/29/2017
166593,9/4/2017
166593,1/1/2017
166593,1/15/2017
166593,4/2/2017
166593,10/14/2017
166593,12/24/2017
166593,12/31/2017
166593,3/5/2017
166593,5/20/2017
166593,1/14/2017
166593,5/6/2017
166593,2/25/2017
166593,11/23/2017
166593,9/24/2017
166593,5/7/2017
166593,5/13/2017
166593,5/27/2017
166593,6/3/2017
166593,6/24/2017
166593,10/7/2017
166593,12/9/2017
18159,1/29/2017
18159,5/7/2017
18159,6/11/2017
18159,6/25/2017
18159,8/5/2017
18159,8/6/2017
18159,9/3/2017
18159,10/8/2017
18159,12/24/2017
18159,11/4/2017
18159,11/11/2017
18159,11/18/2017
18159,12/17/2017
18159,3/18/2017
18159,5/29/2017
18159,8/20/2017
18159,11/23/2017
18159,12/2/2017
18159,12/30/2017
18159,7/22/2017
18159,9/16/2017
18159,7/2/2017
160913,5/6/2017
160913,6/11/2017
160913,6/18/2017
160913,6/25/2017
160913,7/30/2017
160913,8/5/2017
160913,1/2/2017
160913,5/13/2017
160913,5/14/2017
160913,6/10/2017
160913,7/4/2017
160913,10/7/2017
160913,11/18/2017
160913,11/26/2017
160913,12/3/2017
160913,7/8/2017
160913,11/19/2017
160913,3/12/2017
160913,4/8/2017
160913,2/18/2017
160913,9/2/2017
160913,9/23/2017
160913,12/2/2017
160913,12/31/2017
160913,7/29/2017
160913,6/4/2017
175007,3/5/2017
175007,7/16/2017
175007,1/2/2017
175007,1/15/2017
175007,1/16/2017
175007,2/19/2017
175007,4/16/2017
175007,5/13/2017
175007,7/23/2017
175007,8/5/2017
175007,11/12/2017
175007,12/10/2017
175007,12/17/2017
175007,12/23/2017
175007,12/24/2017
175007,12/30/2017
175007,12/31/2017
175007,6/24/2017
175007,12/25/2017
175007,9/3/2017
175007,2/4/2017
175007,4/23/2017
175007,11/18/2017
175007,4/30/2017
175007,6/25/2017
175007,7/22/2017
175007,11/23/2017
175007,11/25/2017
175007,12/9/2017
175007,12/16/2017
175007,5/27/2017
175007,4/14/2017
175007,8/20/2017
19398,5/21/2017
19398,1/7/2017
19398,1/28/2017
19398,7/30/2017
19398,9/24/2017
19398,12/9/2017
19398,4/16/2017
19398,4/30/2017
19398,2/19/2017
19398,4/9/2017
19398,7/22/2017
19398,8/12/2017
19398,12/31/2017
8214,10/29/2017
8214,6/24/2017
8214,7/9/2017
8214,8/13/2017
8214,10/28/2017
8214,11/4/2017
8214,11/25/2017
8214,12/3/2017
8214,12/23/2017
8214,12/24/2017
8214,2/11/2017
8214,2/12/2017
8214,2/20/2017
8214,4/14/2017
8214,4/30/2017
8214,7/30/2017
8214,9/2/2017
8214,9/4/2017
8214,9/17/2017
8214,11/12/2017
8214,7/4/2017
8214,11/19/2017
8214,4/29/2017
8214,5/20/2017
8214,5/28/2017
8214,11/11/2017
8214,12/9/2017
8214,12/2/2017
8214,3/4/2017
8214,7/1/2017
8214,7/22/2017
8214,10/7/2017
8214,10/22/2017
8214,11/23/2017
8214,12/31/2017
8214,11/26/2017
165051,3/11/2017
165051,5/29/2017
165051,11/26/2017
165051,12/2/2017
165051,12/30/2017
165051,12/31/2017
165051,1/16/2017
165051,2/20/2017
165051,6/3/2017
165051,7/1/2017
165051,7/22/2017
165051,8/6/2017
165051,9/17/2017
165051,11/4/2017
165051,11/19/2017
165051,1/2/2017
165051,9/30/2017
165051,12/31/2016
165051,6/24/2017
165051,6/4/2017
165051,4/23/2017
165051,6/25/2017
165051,9/10/2017
165051,11/5/2017
165051,5/13/2017
2628,5/20/2017
2628,6/3/2017
2628,6/4/2017
2628,11/26/2017
2628,12/3/2017
2628,12/24/2017
2628,5/27/2017
2628,11/11/2017
2628,1/16/2017
2628,4/29/2017
2628,5/21/2017
2628,7/1/2017
2628,7/23/2017
2628,8/26/2017
2628,11/18/2017
2628,12/16/2017
2628,12/25/2017
2628,12/31/2017
2628,5/6/2017
2628,10/28/2017
2628,11/12/2017
6532,6/24/2017
6532,12/3/2017
6532,12/25/2017
6532,2/19/2017
6532,7/4/2017
6532,7/29/2017
6532,9/23/2017
6532,12/9/2017
6532,2/26/2017
6532,4/23/2017
6532,4/22/2017
6532,6/3/2017
6532,8/19/2017
18564,6/10/2017
18564,5/29/2017
18564,9/2/2017
18564,11/11/2017
18564,11/26/2017
18564,12/3/2017
18564,12/25/2017
18564,12/31/2017
18564,8/12/2017
18564,12/17/2017
18564,12/24/2017
18564,1/15/2017
18564,2/25/2017
18564,4/15/2017
18564,4/23/2017
18564,7/1/2017
18564,7/29/2017
18564,2/20/2017
18564,10/15/2017
18564,12/9/2017
18564,12/2/2017
18564,7/23/2017
18564,6/4/2017
18564,8/5/2017
18564,3/4/2017
18564,9/30/2017
18564,8/27/2017
65108,2/12/2017
65108,4/1/2017
65108,6/11/2017
65108,6/25/2017
65108,11/11/2017
65108,12/17/2017
65108,12/23/2017
65108,12/24/2017
65108,1/7/2017
65108,4/14/2017
65108,7/1/2017
65108,12/16/2017
65108,11/23/2017
65108,4/30/2017
65108,5/20/2017
65108,10/21/2017
65108,5/6/2017
65108,8/20/2017
65108,11/18/2017
65108,12/31/2016
65108,2/18/2017
65108,2/20/2017
65108,4/29/2017
65108,6/17/2017
65108,7/22/2017
65108,7/29/2017
65108,8/27/2017
65108,9/9/2017
65108,9/30/2017
65108,10/15/2017
65108,10/22/2017
65108,11/26/2017
65108,12/10/2017
65108,12/31/2017
65108,12/3/2017
65108,12/25/2017
65108,1/15/2017
65108,5/29/2017
65108,3/19/2017
65108,5/7/2017
187164,2/4/2017
187164,3/12/2017
187164,4/29/2017
187164,6/10/2017
187164,11/11/2017
187164,11/23/2017
187164,4/30/2017
187164,8/5/2017
187164,12/24/2017
187164,8/19/2017
187164,6/3/2017
187164,7/29/2017
187164,10/7/2017
187164,11/12/2017
187164,1/28/2017
187164,7/30/2017
187164,11/19/2017
187164,7/16/2017
187164,8/13/2017
187164,8/20/2017
187164,7/1/2017
187164,7/23/2017
146171,1/21/2017
146171,7/2/2017
146171,9/9/2017
146171,5/7/2017
146171,6/11/2017
146171,7/29/2017
146171,9/2/2017
146171,10/14/2017
146171,10/21/2017
146171,11/19/2017
146171,11/26/2017
146171,12/30/2017
146171,5/29/2017
146171,7/23/2017
146171,11/25/2017
146171,5/27/2017
146171,12/10/2017
146171,2/26/2017
146171,1/14/2017
146171,4/8/2017
146171,7/30/2017
146171,8/13/2017
146171,9/16/2017
146171,12/2/2017
146171,8/5/2017
146171,11/5/2017
146171,1/8/2017
146171,11/11/2017
146171,11/12/2017
7171,2/12/2017
7171,2/26/2017
7171,3/4/2017
7171,3/5/2017
7171,3/11/2017
7171,5/14/2017
7171,5/28/2017
7171,6/11/2017
7171,7/9/2017
7171,8/26/2017
7171,10/28/2017
7171,11/4/2017
7171,11/12/2017
7171,11/25/2017
7171,8/5/2017
7171,2/20/2017
7171,4/14/2017
7171,4/30/2017
7171,5/7/2017
7171,5/29/2017
7171,7/2/2017
7171,7/30/2017
7171,11/11/2017
7171,11/18/2017
7171,11/19/2017
7171,1/16/2017
7171,5/20/2017
7171,6/3/2017
7171,6/17/2017
7171,7/1/2017
7171,1/28/2017
7171,1/22/2017
7171,2/11/2017
7171,2/25/2017
7171,4/29/2017
7171,5/27/2017
7171,6/18/2017
7171,6/24/2017
7171,6/25/2017
7171,7/22/2017
7171,7/29/2017
7171,8/12/2017
7171,8/13/2017
7171,8/19/2017
7171,8/20/2017
7171,9/2/2017
7171,10/7/2017
7171,10/15/2017
7171,10/22/2017
7171,11/23/2017
7171,12/9/2017
7171,12/17/2017
7171,12/25/2017
7171,12/31/2017
7171,9/23/2017
7171,9/30/2017
7171,7/15/2017
5606,4/22/2017
5606,10/7/2017
5606,1/16/2017
5606,2/19/2017
5606,3/4/2017
5606,4/29/2017
5606,5/6/2017
5606,5/27/2017
5606,5/29/2017
5606,6/17/2017
5606,8/19/2017
5606,9/17/2017
5606,11/11/2017
5606,11/19/2017
5606,12/2/2017
5606,12/9/2017
5606,12/23/2017
5606,12/24/2017
5606,1/8/2017
5606,2/11/2017
5606,5/28/2017
5606,6/25/2017
5606,7/9/2017
5606,7/23/2017
5606,8/27/2017
5606,10/14/2017
5606,11/5/2017
5606,11/26/2017
5606,12/10/2017
5606,12/17/2017
5606,12/31/2017
5606,12/3/2017
5606,6/4/2017
5606,6/24/2017
5606,1/14/2017
5606,2/12/2017
5606,2/26/2017
5606,4/2/2017
5606,4/30/2017
5606,5/14/2017
5606,5/20/2017
5606,7/4/2017
5606,7/8/2017
5606,7/30/2017
5606,8/12/2017
5606,8/13/2017
5606,8/20/2017
5606,9/24/2017
5606,11/12/2017
5606,11/18/2017
5606,11/23/2017
5606,12/30/2017
5606,4/14/2017
5606,9/4/2017
5606,4/15/2017
5606,9/23/2017
5606,9/16/2017
5606,2/18/2017
185824,4/14/2017
185824,5/13/2017
185824,5/21/2017
185824,7/2/2017
185824,11/11/2017
185824,12/2/2017
185824,4/9/2017
185824,4/29/2017
185824,7/4/2017
185824,7/16/2017
185824,10/1/2017
185824,10/15/2017
185824,11/4/2017
185824,11/18/2017
185824,11/23/2017
185824,12/3/2017
185824,12/9/2017
185824,12/10/2017
185824,12/24/2017
185824,12/31/2017
185824,8/27/2017
185824,4/30/2017
185824,1/22/2017
185824,8/13/2017
185824,9/16/2017
185824,9/17/2017
185824,11/26/2017
185824,12/23/2017
185824,11/12/2017
4926,9/4/2017
4926,10/22/2017
4926,3/25/2017
4926,8/12/2017
4926,12/25/2017
4926,1/7/2017
4926,2/4/2017
4926,6/10/2017
4926,8/27/2017
4926,9/24/2017
4926,12/10/2017
4926,11/18/2017
4926,3/19/2017
4926,1/16/2017
4926,6/18/2017
4926,7/1/2017
4926,7/29/2017
4926,8/13/2017
4926,8/26/2017
4926,11/12/2017
4926,12/23/2017
4926,12/24/2017
4926,12/31/2017
4926,11/25/2017
4926,9/23/2017
4926,12/30/2017
12428,7/4/2017
12428,7/9/2017
12428,11/18/2017
12428,12/23/2017
12428,12/31/2017
12428,3/11/2017
12428,3/25/2017
12428,4/23/2017
12428,4/14/2017
12428,5/6/2017
12428,5/13/2017
12428,11/11/2017
12428,7/30/2017
12428,11/12/2017
12428,9/23/2017
12428,1/7/2017
12428,2/11/2017
12428,3/18/2017
12428,5/7/2017
12428,6/17/2017
12428,7/15/2017
12428,7/23/2017
12428,7/29/2017
12428,8/19/2017
12428,12/2/2017
12428,12/17/2017
12428,2/19/2017
175055,7/8/2017
175055,8/6/2017
175055,1/1/2017
175055,5/7/2017
175055,6/18/2017
175055,8/19/2017
175055,12/2/2017
175055,12/9/2017
175055,11/11/2017
12433,2/20/2017
12433,5/13/2017
12433,5/28/2017
12433,11/18/2017
12433,4/29/2017
12433,11/19/2017
12433,11/26/2017
12433,12/2/2017
12433,11/12/2017
12433,5/14/2017
12433,11/25/2017
12433,1/2/2017
12433,4/23/2017
12433,6/18/2017
12433,7/8/2017
12433,7/29/2017
12433,12/24/2017
12433,2/5/2017
24135,10/14/2017
24135,10/15/2017
24135,11/12/2017
24135,11/23/2017
24135,7/16/2017
24135,9/9/2017
24135,11/18/2017
24135,11/25/2017
24135,2/11/2017
24135,11/26/2017
24135,12/3/2017
24135,5/13/2017
24135,8/12/2017
24135,6/25/2017
24135,12/2/2017
178672,1/1/2017
178672,5/14/2017
178672,7/1/2017
178672,7/29/2017
178672,1/16/2017
178672,4/9/2017
178672,5/7/2017
178672,11/4/2017
178672,11/11/2017
178672,8/19/2017
178672,10/7/2017
178672,12/17/2017
20235,5/20/2017
20235,7/16/2017
20235,8/12/2017
20235,8/27/2017
20235,11/5/2017
20235,1/16/2017
20235,2/20/2017
20235,5/29/2017
20235,6/17/2017
20235,9/10/2017
20235,11/18/2017
20235,4/29/2017
20235,9/4/2017
20235,3/12/2017
20235,3/18/2017
20235,5/14/2017
20235,6/4/2017
20235,8/13/2017
20235,8/20/2017
20235,9/30/2017
20235,11/11/2017
20235,12/3/2017
20235,12/9/2017
20235,12/30/2017
20235,4/23/2017
20235,8/6/2017
1447,8/20/2017
1447,9/30/2017
1447,3/11/2017
1447,3/19/2017
1447,4/14/2017
1447,7/15/2017
1447,7/23/2017
1447,8/26/2017
1447,10/21/2017
1447,11/4/2017
1447,11/11/2017
1447,11/18/2017
1447,11/19/2017
1447,11/23/2017
1447,11/25/2017
1447,12/3/2017
1447,12/25/2017
1447,1/16/2017
1447,1/29/2017
1447,2/26/2017
1447,3/5/2017
1447,4/23/2017
1447,5/21/2017
1447,6/18/2017
1447,6/24/2017
1447,6/25/2017
1447,7/4/2017
1447,10/28/2017
1447,11/12/2017
1447,12/2/2017
1447,12/9/2017
1447,12/17/2017
1447,12/31/2017
1447,4/22/2017
1447,7/22/2017
1447,8/12/2017
1447,4/1/2017
1447,2/19/2017
1447,5/7/2017
1447,5/20/2017
1447,6/10/2017
1447,10/22/2017
1447,12/16/2017
1447,12/23/2017
1447,3/4/2017
1447,1/1/2017
1447,1/2/2017
1447,1/8/2017
1447,2/4/2017
1447,2/5/2017
1447,3/25/2017
1447,4/9/2017
1447,4/15/2017
1447,5/6/2017
1447,5/27/2017
1447,5/29/2017
1447,6/3/2017
1447,7/16/2017
1447,7/29/2017
1447,7/30/2017
1447,8/13/2017
1447,8/27/2017
1447,9/17/2017
1447,10/1/2017
1447,10/7/2017
1447,10/8/2017
1447,10/15/2017
1447,11/26/2017
1447,12/10/2017
1447,12/24/2017
1447,12/30/2017
3107,10/15/2017
3107,10/22/2017
3107,11/11/2017
3107,11/18/2017
3107,12/10/2017
3107,12/31/2017
3107,10/1/2017
3107,10/21/2017
3107,9/2/2017
11687,3/4/2017
11687,6/24/2017
11687,7/22/2017
11687,10/28/2017
11687,11/11/2017
11687,11/12/2017
11687,11/18/2017
11687,12/2/2017
11687,12/9/2017
11687,12/10/2017
11687,12/16/2017
11687,12/23/2017
11687,12/25/2017
11687,12/30/2017
11687,6/10/2017
11687,6/17/2017
11687,7/1/2017
11687,7/4/2017
11687,7/30/2017
11687,10/1/2017
11687,12/24/2017
11687,1/28/2017
11687,4/15/2017
11687,4/22/2017
11687,1/16/2017
11687,7/2/2017
11687,7/29/2017
11687,12/17/2017
11687,2/20/2017
11687,2/25/2017
11687,8/12/2017
11687,8/13/2017
11687,8/19/2017
11687,9/16/2017
11687,10/7/2017
11687,10/22/2017
11687,11/19/2017
11687,11/23/2017
11687,12/31/2017
11687,4/14/2017
11687,9/4/2017
18578,3/26/2017
18578,4/8/2017
18578,12/31/2017
18578,6/10/2017
18578,7/1/2017
18578,7/29/2017
18578,8/6/2017
18578,10/21/2017
18578,11/11/2017
18578,11/18/2017
18578,11/19/2017
18578,11/26/2017
18578,7/30/2017
18578,4/15/2017
18578,7/15/2017
18578,9/16/2017
18578,9/23/2017
18578,12/2/2017
18578,12/9/2017
18578,12/30/2017
18578,1/16/2017
18578,5/6/2017
5252,1/16/2017
5252,6/11/2017
5252,7/22/2017
5252,7/29/2017
5252,8/19/2017
5252,11/11/2017
5252,12/9/2017
5252,12/23/2017
5252,2/4/2017
5252,3/4/2017
5252,4/29/2017
5252,8/5/2017
5252,10/22/2017
5252,12/10/2017
5252,12/16/2017
5252,12/24/2017
5252,12/30/2017
5252,10/7/2017
5252,1/7/2017
5252,4/14/2017
5252,4/30/2017
5252,7/8/2017
5252,7/15/2017
5252,11/12/2017
5252,7/30/2017
5252,4/23/2017
5252,1/15/2017
5252,2/11/2017
5252,3/11/2017
5252,3/12/2017
5252,8/12/2017
5252,8/27/2017
5252,9/17/2017
