key,dates
20011,11/5/2017
20011,6/24/2017
20011,6/25/2017
20011,7/4/2017
20011,7/15/2017
20011,7/16/2017
20011,11/4/2017
20011,11/23/2017
20011,10/22/2017
20011,10/28/2017
20011,12/25/2017
20011,1/7/2017
20011,2/19/2017
20011,4/9/2017
20011,4/15/2017
20011,4/22/2017
20011,8/12/2017
20011,8/19/2017
20011,10/29/2017
63643,6/10/2017
63643,4/15/2017
63643,5/27/2017
63643,11/18/2017
63643,12/23/2017
63643,5/28/2017
63643,7/4/2017
63643,8/26/2017
63643,10/28/2017
63643,11/5/2017
63643,11/11/2017
63643,11/23/2017
63643,12/3/2017
63643,12/9/2017
63643,3/5/2017
63643,5/20/2017
63643,5/29/2017
63643,8/12/2017
63643,11/26/2017
63643,12/2/2017
63643,6/18/2017
63643,7/2/2017
63643,9/10/2017
63643,9/23/2017
63643,1/28/2017
63643,9/24/2017
63643,7/1/2017
184323,5/28/2017
184323,1/14/2017
184323,2/4/2017
184323,2/25/2017
184323,8/13/2017
184323,8/27/2017
184323,11/23/2017
184323,3/11/2017
184323,4/29/2017
184323,7/8/2017
184323,11/11/2017
184323,1/15/2017
184323,3/19/2017
184323,4/16/2017
184323,8/20/2017
184323,12/10/2017
184323,12/16/2017
184323,7/9/2017
184323,6/25/2017
184323,7/1/2017
184323,7/16/2017
184323,9/16/2017
184323,11/19/2017
30651,6/18/2017
30651,7/16/2017
30651,7/22/2017
30651,12/17/2017
30651,1/29/2017
30651,6/4/2017
30651,6/17/2017
30651,7/29/2017
30651,10/14/2017
30651,11/26/2017
30651,12/2/2017
30651,9/23/2017
30651,4/29/2017
30651,5/13/2017
30651,10/28/2017
30651,11/12/2017
30651,11/23/2017
30651,6/11/2017
30651,12/31/2017
30651,1/8/2017
30651,6/3/2017
30651,7/23/2017
30651,8/13/2017
30651,9/9/2017
30651,9/17/2017
30651,11/18/2017
25340,1/16/2017
25340,4/9/2017
25340,4/22/2017
25340,5/13/2017
25340,6/17/2017
25340,7/4/2017
25340,8/13/2017
25340,10/1/2017
25340,11/23/2017
25340,11/26/2017
25340,12/17/2017
25340,7/30/2017
25340,10/21/2017
25340,10/29/2017
25340,11/19/2017
25340,11/25/2017
25340,12/2/2017
25340,12/25/2017
25340,12/31/2017
25340,5/7/2017
25340,11/11/2017
25340,12/10/2017
25340,1/22/2017
25340,11/18/2017
25340,6/24/2017
25340,1/7/2017
25340,2/12/2017
25340,5/20/2017
25340,5/21/2017
25340,8/12/2017
25340,9/16/2017
25340,12/3/2017
25340,12/23/2017
25340,12/30/2017
25340,7/29/2017
24405,5/6/2017
24405,7/2/2017
24405,7/9/2017
24405,10/8/2017
24405,11/18/2017
24405,12/3/2017
24405,12/30/2017
24405,4/15/2017
24405,5/27/2017
24405,5/29/2017
24405,11/11/2017
24405,11/25/2017
24405,11/4/2017
24405,11/23/2017
24405,11/26/2017
24405,1/21/2017
24405,1/28/2017
24405,10/7/2017
24405,11/12/2017
29609,7/2/2017
29609,12/30/2017
29609,4/15/2017
29609,4/30/2017
29609,5/7/2017
29609,7/4/2017
29609,8/6/2017
29609,9/3/2017
29609,11/19/2017
29609,11/26/2017
29609,12/16/2017
29609,12/17/2017
29609,12/31/2017
29609,1/7/2017
29609,3/11/2017
29609,11/18/2017
29609,11/25/2017
29609,3/12/2017
29609,11/23/2017
29609,5/20/2017
29609,7/22/2017
29609,8/13/2017
29609,11/12/2017
29609,12/10/2017
29609,7/1/2017
29609,7/23/2017
111864,1/2/2017
111864,1/16/2017
111864,2/19/2017
111864,3/5/2017
111864,4/8/2017
111864,4/14/2017
111864,4/29/2017
111864,7/30/2017
111864,11/11/2017
111864,11/12/2017
111864,12/3/2017
111864,12/9/2017
111864,12/17/2017
111864,3/11/2017
111864,4/23/2017
111864,5/7/2017
111864,5/13/2017
111864,6/10/2017
111864,7/4/2017
111864,7/15/2017
111864,8/6/2017
111864,9/10/2017
111864,11/4/2017
111864,11/18/2017
111864,11/19/2017
111864,12/10/2017
111864,10/7/2017
111864,2/18/2017
111864,3/4/2017
111864,4/16/2017
111864,5/20/2017
111864,5/27/2017
111864,11/23/2017
111864,7/8/2017
111864,11/26/2017
111864,2/4/2017
111864,2/11/2017
111864,3/12/2017
111864,5/29/2017
111864,6/3/2017
111864,6/17/2017
111864,6/25/2017
111864,7/1/2017
111864,7/2/2017
111864,7/9/2017
111864,7/16/2017
111864,7/23/2017
111864,8/19/2017
111864,8/27/2017
111864,9/17/2017
111864,9/23/2017
111864,11/25/2017
111864,12/2/2017
111864,12/16/2017
111864,12/23/2017
111864,12/25/2017
111864,12/30/2017
111864,12/31/2017
111864,9/30/2017
111864,3/18/2017
26545,2/11/2017
26545,2/12/2017
26545,5/21/2017
26545,6/18/2017
26545,12/23/2017
26545,12/25/2017
26545,4/14/2017
26545,4/30/2017
26545,12/31/2017
26545,9/24/2017
26545,12/24/2017
26545,12/30/2017
26545,6/24/2017
26545,7/9/2017
26545,8/19/2017
26545,12/17/2017
26545,4/23/2017
26545,6/3/2017
17132,6/11/2017
17132,12/10/2017
17132,12/31/2017
17132,7/30/2017
17132,11/12/2017
17132,4/23/2017
17132,4/30/2017
17132,7/29/2017
17132,1/7/2017
17132,2/5/2017
17132,8/13/2017
17132,12/23/2017
17132,4/29/2017
24291,7/16/2017
24291,11/19/2017
24291,12/30/2017
24291,2/20/2017
24291,11/11/2017
24291,12/17/2017
24291,8/12/2017
24291,8/13/2017
24291,11/23/2017
24291,4/16/2017
24291,11/18/2017
24291,11/25/2017
24291,2/18/2017
24291,7/15/2017
24291,3/4/2017
174310,1/1/2017
174310,9/3/2017
174310,11/12/2017
174310,11/18/2017
174310,12/10/2017
174310,2/5/2017
174310,6/4/2017
174310,6/10/2017
174310,10/7/2017
174310,11/4/2017
174310,11/5/2017
174310,11/19/2017
174310,12/31/2017
174310,7/23/2017
174310,3/18/2017
174310,5/6/2017
174310,6/11/2017
174310,6/24/2017
174310,7/29/2017
174310,8/19/2017
174310,11/26/2017
174310,12/3/2017
174310,5/13/2017
174310,5/20/2017
174310,5/27/2017
174310,6/3/2017
174310,7/1/2017
23071,1/16/2017
23071,5/14/2017
23071,12/3/2017
23071,1/2/2017
23071,2/20/2017
23071,8/26/2017
23071,9/24/2017
23071,10/28/2017
23071,11/18/2017
23071,11/23/2017
23071,11/25/2017
23071,12/2/2017
23071,12/9/2017
23071,12/16/2017
23071,12/24/2017
23071,12/31/2017
23071,2/5/2017
23071,11/12/2017
23071,5/7/2017
23071,8/12/2017
23071,11/26/2017
23071,12/25/2017
23071,7/22/2017
23071,9/9/2017
23071,10/1/2017
23071,10/15/2017
23071,12/17/2017
23071,11/19/2017
23071,1/8/2017
23071,1/15/2017
23071,3/19/2017
186955,3/26/2017
186955,7/4/2017
186955,8/13/2017
186955,1/16/2017
186955,2/11/2017
186955,2/12/2017
186955,2/20/2017
186955,3/11/2017
186955,7/30/2017
186955,8/5/2017
186955,8/6/2017
186955,9/4/2017
186955,10/21/2017
186955,4/23/2017
186955,4/29/2017
186955,7/29/2017
186955,8/26/2017
186955,11/11/2017
186955,10/7/2017
186955,10/28/2017
186955,6/17/2017
186955,11/19/2017
186955,1/15/2017
186955,6/25/2017
186955,8/12/2017
186955,8/19/2017
186955,9/3/2017
186955,12/25/2017
186955,9/9/2017
186955,10/29/2017
14412,7/16/2017
14412,8/20/2017
14412,5/14/2017
14412,7/23/2017
14412,10/21/2017
14412,11/18/2017
14412,11/12/2017
14412,3/18/2017
14412,6/10/2017
14412,6/11/2017
14412,10/7/2017
14412,11/5/2017
14412,9/4/2017
14412,2/12/2017
64344,5/13/2017
64344,6/10/2017
64344,7/9/2017
64344,10/1/2017
64344,10/8/2017
64344,12/3/2017
64344,12/31/2017
64344,2/11/2017
64344,2/25/2017
64344,4/1/2017
64344,6/11/2017
64344,8/5/2017
64344,9/30/2017
64344,12/9/2017
64344,12/23/2017
64344,12/30/2017
64344,12/17/2017
64344,12/24/2017
64344,3/11/2017
64344,6/25/2017
64344,11/25/2017
64344,11/11/2017
64344,1/7/2017
64344,1/8/2017
64344,2/19/2017
64344,3/5/2017
64344,5/21/2017
64344,8/19/2017
64344,11/18/2017
64344,11/19/2017
64344,11/26/2017
64344,6/17/2017
64344,12/25/2017
8832,7/15/2017
8832,6/18/2017
8832,1/28/2017
8832,5/14/2017
8832,2/19/2017
8832,3/11/2017
8832,6/10/2017
8832,8/13/2017
8832,7/4/2017
8832,12/9/2017
1487,5/6/2017
1487,1/21/2017
1487,1/28/2017
1487,1/29/2017
1487,2/4/2017
1487,2/5/2017
1487,2/26/2017
1487,3/5/2017
1487,4/16/2017
1487,5/20/2017
1487,5/21/2017
1487,5/27/2017
1487,5/28/2017
1487,5/29/2017
1487,6/3/2017
1487,6/10/2017
1487,6/11/2017
1487,6/18/2017
1487,6/24/2017
1487,7/1/2017
1487,7/2/2017
1487,7/4/2017
1487,7/8/2017
1487,7/9/2017
1487,7/15/2017
1487,7/16/2017
1487,7/22/2017
1487,7/23/2017
1487,7/29/2017
1487,11/4/2017
1487,11/5/2017
1487,11/12/2017
1487,11/19/2017
1487,11/25/2017
1487,11/26/2017
1487,12/2/2017
1487,12/3/2017
1487,12/9/2017
1487,12/10/2017
1487,12/16/2017
1487,12/17/2017
1487,12/23/2017
1487,12/24/2017
1487,12/25/2017
1487,12/30/2017
1487,12/31/2017
1487,4/30/2017
1487,2/20/2017
1487,3/11/2017
1487,3/12/2017
1487,4/14/2017
1487,5/13/2017
1487,6/4/2017
1487,8/5/2017
1487,10/8/2017
1487,11/18/2017
1487,9/9/2017
1487,11/23/2017
1487,8/6/2017
1487,1/15/2017
1487,2/11/2017
1487,8/20/2017
1487,11/11/2017
1487,2/18/2017
1487,5/7/2017
1487,1/2/2017
1487,1/16/2017
1487,1/22/2017
1487,2/19/2017
1487,2/25/2017
1487,4/23/2017
1487,4/29/2017
1487,6/17/2017
1487,6/25/2017
1487,7/30/2017
1487,8/12/2017
1487,8/13/2017
1487,8/19/2017
1487,8/26/2017
1487,9/2/2017
1487,9/17/2017
21429,2/25/2017
21429,3/4/2017
21429,3/5/2017
21429,7/1/2017
21429,10/28/2017
21429,11/25/2017
21429,4/9/2017
21429,5/6/2017
21429,6/24/2017
21429,7/29/2017
21429,8/5/2017
21429,12/9/2017
21429,2/20/2017
21429,11/18/2017
21429,5/7/2017
21429,11/11/2017
21429,11/12/2017
21429,5/20/2017
21429,5/29/2017
21429,8/12/2017
21429,8/19/2017
21429,11/19/2017
21429,12/25/2017
21429,12/31/2017
21429,11/23/2017
4040,1/1/2017
4040,1/15/2017
4040,1/16/2017
4040,8/13/2017
4040,11/12/2017
4040,11/19/2017
4040,5/6/2017
4040,1/28/2017
30736,10/14/2017
30736,11/5/2017
30736,12/10/2017
