firm_ID,quarter,trading_date
737654,9/30/2016,8/3/2016
737654,12/31/2016,11/9/2016
737654,3/31/2017,3/14/2017
737654,6/30/2017,5/10/2017
737654,9/30/2017,8/2/2017
737654,12/31/2017,11/14/2017
737654,3/31/2018,3/15/2018
737654,6/30/2018,5/16/2018
737654,9/30/2018,9/28/2018
737654,12/31/2018,11/19/2018
737654,3/31/2019,2/18/2019
737654,6/30/2019,5/16/2019
737654,9/30/2019,8/16/2019
766716,9/30/2012,8/2/2012
766716,12/31/2012,11/9/2012
766716,3/31/2013,3/8/2013
766716,6/30/2013,5/10/2013
766716,9/30/2013,8/1/2013
766716,12/31/2013,11/8/2013
766716,12/31/2016,11/11/2016
766716,3/31/2017,3/10/2017
766716,6/30/2017,5/12/2017
766716,9/30/2017,8/4/2017
766716,12/31/2017,11/10/2017
766716,6/30/2018,5/11/2018
766716,12/31/2018,11/9/2018
525620,9/30/2013,7/31/2013
525620,12/31/2013,11/8/2013
525620,3/31/2014,3/13/2014
525620,6/30/2014,5/13/2014
525620,9/30/2014,7/31/2014
525620,12/31/2014,11/13/2014
525620,3/31/2015,3/12/2015
525620,6/30/2015,5/12/2015
525620,9/30/2015,7/31/2015
525620,12/31/2015,11/12/2015
525620,3/31/2016,3/11/2016
525620,6/30/2016,5/13/2016
BXRTMD,9/30/2015,8/4/2015
BXRTMD,12/31/2015,11/11/2015
BXRTMD,3/31/2016,2/11/2016
BXRTMD,6/30/2016,5/10/2016
BXRTMD,9/30/2016,8/5/2016
BXRTMD,12/31/2016,11/8/2016
BXRTMD,3/31/2017,2/10/2017
BXRTMD,6/30/2017,5/9/2017
BXRTMD,9/30/2017,8/3/2017
BXRTMD,3/31/2018,2/9/2018
BXRTMD,6/30/2018,5/11/2018
BXRTMD,9/30/2018,8/3/2018
BD0TSX,3/31/2018,3/1/2018
BD0TSX,6/30/2018,5/7/2018
BD0TSX,9/30/2018,8/7/2018
B1HKSV,6/30/2016,5/11/2016
B1HKSV,9/30/2016,7/26/2016
B1HKSV,12/31/2016,11/8/2016
B1HKSV,3/31/2017,2/10/2017
B1HKSV,6/30/2017,5/9/2017
B1HKSV,9/30/2017,7/27/2017
B1HKSV,12/31/2017,11/8/2017
B1HKSV,9/30/2018,7/26/2018
B1HKSV,12/31/2018,11/6/2018
B1HKSV,3/31/2019,2/7/2019
B1HKSV,6/30/2019,5/8/2019
B1HKSV,9/30/2019,7/30/2019
B1HKSV,12/31/2019,10/31/2019
724208,3/31/2014,3/6/2014
724208,6/30/2014,5/15/2014
724208,9/30/2014,8/4/2014
724208,12/31/2014,10/28/2014
724208,9/30/2018,8/3/2018
724208,12/31/2018,11/8/2018
724208,3/31/2019,2/11/2019
724208,6/30/2019,5/9/2019
724208,9/30/2019,8/2/2019
724208,12/31/2019,11/7/2019
BYWP84,9/30/2016,7/28/2016
BYWP84,12/31/2016,11/8/2016
BYWP84,12/31/2017,11/9/2017
BYWP84,3/31/2018,2/12/2018
BYWP84,6/30/2018,5/10/2018
BDJ0CR,9/30/2017,8/11/2017
BDJ0CR,6/30/2018,5/11/2018
BDJ0CR,9/30/2018,8/3/2018
BDJ0CR,12/31/2018,11/9/2018
BDJ0CR,3/31/2019,2/7/2019
BDJ0CR,6/30/2019,5/9/2019
B8DPTG,9/30/2013,8/29/2013
B8DPTG,12/31/2013,11/14/2013
B8DPTG,3/31/2014,3/31/2014
B8DPTG,6/30/2014,5/15/2014
B8DPTG,9/30/2014,6/30/2014
B8DPTG,12/31/2014,11/13/2014
407216,9/30/2012,8/28/2012
407216,12/31/2012,11/13/2012
407216,3/31/2013,3/19/2013
407216,6/30/2013,5/14/2013
407216,9/30/2013,8/27/2013
407216,12/31/2013,11/12/2013
407216,3/31/2014,3/12/2014
407216,6/30/2014,5/9/2014
407216,9/30/2014,8/8/2014
407216,12/31/2014,11/12/2014
407216,3/31/2015,2/10/2015
407216,9/30/2015,8/7/2015
407216,12/31/2015,11/10/2015
407216,3/31/2016,2/8/2016
407216,6/30/2016,5/10/2016
407216,9/30/2016,8/4/2016
411522,12/31/2015,11/10/2015
411522,3/31/2016,2/10/2016
411522,6/30/2016,5/12/2016
BYMD5K,6/30/2017,5/11/2017
BYMD5K,9/30/2017,8/4/2017
BYMD5K,12/31/2017,11/9/2017
BYMD5K,3/31/2018,2/7/2018
BYMD5K,6/30/2018,5/9/2018
BYMD5K,9/30/2018,8/3/2018
BYMD5K,12/31/2018,11/7/2018
BYMD5K,3/31/2019,2/6/2019
BYMD5K,6/30/2019,5/8/2019
BYMD5K,9/30/2019,8/7/2019
BYMD5K,12/31/2019,11/6/2019
580813,3/31/2013,2/12/2013
580813,6/30/2013,5/6/2013
580813,12/31/2013,11/6/2013
580813,3/31/2014,2/14/2014
580813,6/30/2014,5/7/2014
580813,9/30/2014,8/20/2014
580813,12/31/2014,11/12/2014
580813,3/31/2015,2/11/2015
580813,6/30/2015,5/5/2015
580813,9/30/2015,7/21/2015
580813,12/31/2015,11/4/2015
580813,3/31/2016,2/10/2016
580813,6/30/2016,7/20/2016
580813,9/30/2016,7/20/2016
580813,12/31/2016,2/9/2017
580813,6/30/2017,7/31/2017
580813,12/31/2017,10/24/2017
580813,3/31/2018,2/6/2018
B1S9LF,12/31/2014,11/14/2014
714409,3/31/2019,3/15/2019
714409,6/30/2019,5/14/2019
714409,9/30/2019,8/2/2019
714409,12/31/2019,10/30/2019
BRKX81,3/31/2018,4/2/2018
BRKX81,6/30/2018,10/1/2018
BRKX81,9/30/2018,10/1/2018
BRKX81,12/31/2018,4/1/2019
BF3798,9/30/2017,7/27/2017
BF3798,6/30/2018,5/8/2018
BF3798,9/30/2018,7/26/2018
BF3798,12/31/2018,11/7/2018
BF3798,3/31/2019,3/4/2019
BF3798,6/30/2019,5/9/2019
BF3798,9/30/2019,7/30/2019
BF3798,12/31/2019,11/7/2019
B7K6D1,12/31/2013,11/12/2013
B7K6D1,3/31/2014,3/10/2014
B7K6D1,6/30/2014,5/12/2014
B7K6D1,9/30/2014,8/27/2014
B7K6D1,12/31/2014,11/11/2014
B7K6D1,3/31/2015,3/10/2015
B7K6D1,6/30/2015,5/12/2015
B7K6D1,9/30/2015,8/26/2015
B7K6D1,12/31/2015,11/10/2015
B7K6D1,6/30/2016,5/11/2016
B7K6D1,9/30/2016,7/14/2016
B7K6D1,3/31/2017,3/9/2017
B7K6D1,6/30/2017,5/10/2017
B7K6D1,9/30/2017,8/29/2017
B7K6D1,3/31/2018,3/7/2018
B7K6D1,6/30/2018,5/10/2018
B7K6D1,9/30/2018,7/13/2018
B7K6D1,12/31/2018,11/6/2018
B7K6D1,3/31/2019,3/14/2019
B7K6D1,6/30/2019,5/9/2019
B7K6D1,9/30/2019,7/11/2019
B7K6D1,12/31/2019,11/7/2019
410351,3/31/2015,2/13/2015
410351,3/31/2017,3/27/2017
410351,6/30/2017,5/16/2017
432227,3/31/2017,2/15/2017
BNGN80,12/31/2018,10/29/2018
BNGN80,6/30/2019,5/7/2019
BWCH4S,6/30/2017,9/21/2017
BDSV2V,6/30/2014,5/12/2014
BDSV2V,9/30/2014,6/30/2014
BDSV2V,12/31/2014,10/31/2014
BDSV2V,3/31/2015,2/5/2015
BDSV2V,6/30/2015,4/30/2015
BDSV2V,9/30/2015,7/29/2015
BDSV2V,12/31/2015,10/29/2015
BDSV2V,3/31/2016,1/29/2016
BDSV2V,6/30/2016,4/29/2016
BDSV2V,9/30/2016,7/26/2016
B14P8W,6/30/2019,5/14/2019
B14P8W,12/31/2019,11/13/2019
BZ4CMZ,9/30/2019,7/30/2019
BZ4CMZ,12/31/2019,10/29/2019
B234WN,9/30/2012,8/3/2012
B234WN,12/31/2012,11/7/2012
B234WN,3/31/2013,3/8/2013
B234WN,9/30/2013,8/1/2013
B234WN,12/31/2013,11/8/2013
B234WN,3/31/2014,3/6/2014
B234WN,6/30/2014,5/9/2014
B234WN,9/30/2014,8/1/2014
B234WN,12/31/2014,11/14/2014
B234WN,12/31/2019,11/6/2019
B39KMF,12/31/2015,11/13/2015
B39KMF,3/31/2016,3/1/2016
B39KMF,3/31/2018,2/28/2018
B39KMF,6/30/2018,5/10/2018
B39KMF,12/31/2018,11/9/2018
B39KMF,3/31/2019,3/1/2019
B0149Z,6/30/2016,5/4/2016
B0149Z,9/30/2016,7/26/2016
BYT1H4,9/30/2017,9/5/2017
BYT1H4,12/31/2017,11/14/2017
BYT1H4,12/31/2018,11/14/2018
BYT1H4,3/31/2019,3/14/2019
B4TWTW,6/30/2015,5/7/2015
B4TWTW,9/30/2015,7/29/2015
714456,9/30/2017,7/27/2017
714456,12/31/2017,11/9/2017
714456,3/31/2018,3/23/2018
714505,6/30/2016,4/29/2016
714505,9/30/2016,7/29/2016
714505,12/31/2016,10/28/2016
714505,9/30/2017,7/28/2017
714505,12/31/2017,10/27/2017
714505,3/31/2018,2/16/2018
BVXLDW,3/31/2018,3/8/2018
BVXLDW,6/30/2018,5/9/2018
533709,12/31/2017,11/10/2017
533709,3/31/2018,3/8/2018
533709,6/30/2018,5/15/2018
533709,9/30/2018,8/3/2018
533709,12/31/2018,11/14/2018
533709,3/31/2019,3/7/2019
B08QZ4,3/31/2016,2/11/2016
B08QZ4,6/30/2016,5/13/2016
B08QZ4,9/30/2017,9/15/2017
B08QZ4,12/31/2017,11/14/2017
B08QZ4,3/31/2018,2/13/2018
B08QZ4,6/30/2018,5/14/2018
B08QZ4,9/30/2018,9/11/2018
B0PQC0,12/31/2013,11/13/2013
B0PQC0,3/31/2014,3/24/2014
B0PQC0,12/31/2015,11/16/2015
B0PQC0,3/31/2016,3/14/2016
B0PQC0,12/31/2016,11/11/2016
B0PQC0,3/31/2017,3/13/2017
B0PQC0,12/31/2017,11/14/2017
B0PQC0,3/31/2018,3/14/2018
B0PQC0,6/30/2018,5/15/2018
B0PQC0,9/30/2018,9/10/2018
B0PQC0,12/31/2018,11/13/2018
B0PQC0,3/31/2019,3/15/2019
B0PQC0,6/30/2019,5/15/2019
B0PQC0,9/30/2019,9/6/2019
BJVD9P,6/30/2019,9/27/2019
BJVD9P,9/30/2019,9/27/2019
BH89L2,3/31/2018,3/21/2018
BH89L2,6/30/2018,5/15/2018
BH89L2,3/31/2019,3/20/2019
BH89L2,9/30/2019,8/7/2019
731544,3/31/2018,3/8/2018
731544,6/30/2018,5/10/2018
731544,9/30/2018,7/31/2018
731544,3/31/2019,3/8/2019
731544,6/30/2019,5/9/2019
731544,9/30/2019,7/30/2019
731544,12/31/2019,11/7/2019
BD6G50,6/30/2016,5/9/2016
BD6G50,12/31/2017,11/2/2017
BD6G50,3/31/2018,2/1/2018
BD6G50,6/30/2018,5/3/2018
BD6G50,9/30/2018,8/1/2018
BD6G50,12/31/2018,11/5/2018
BD6G50,3/31/2019,1/31/2019
BD6G50,6/30/2019,5/7/2019
BRJFWP,3/31/2015,3/6/2015
BRJFWP,6/30/2015,4/29/2015
BRJFWP,9/30/2015,7/31/2015
BRJFWP,12/31/2015,10/28/2015
BRJFWP,3/31/2016,1/27/2016
BRJFWP,6/30/2016,4/26/2016
BRJFWP,9/30/2016,7/27/2016
BRJFWP,12/31/2016,10/25/2016
B52B4V,9/30/2012,8/1/2012
B52B4V,6/30/2013,4/30/2013
751832,9/30/2018,7/27/2018
751832,12/31/2018,10/29/2018
751832,3/31/2019,3/12/2019
BNG63V,3/31/2017,3/29/2017
BNG63V,6/30/2017,5/11/2017
BNG63V,9/30/2017,7/26/2017
BNG63V,12/31/2017,11/9/2017
BNG63V,9/30/2018,7/26/2018
BNG63V,12/31/2018,2/25/2019
BNG63V,3/31/2019,2/25/2019
BNG63V,9/30/2019,7/24/2019
BNG63V,12/31/2019,-1
BNGN9Z,12/31/2016,11/8/2016
BNGN9Z,3/31/2017,2/7/2017
BNGN9Z,6/30/2017,5/9/2017
BNGN9Z,12/31/2017,10/24/2017
BNGN9Z,3/31/2018,2/6/2018
BNGN9Z,3/31/2019,2/5/2019
BNGN9Z,6/30/2019,5/7/2019
BNGN9Z,9/30/2019,8/5/2019
BNGN9Z,12/31/2019,11/5/2019
583620,9/30/2014,7/23/2014
583620,3/31/2015,2/25/2015
583620,3/31/2018,3/5/2018
583620,6/30/2018,4/26/2018
583620,9/30/2018,7/25/2018
726594,9/30/2017,8/3/2017
BZ1KGJ,3/31/2018,3/30/2018
BZ1KGJ,6/30/2018,5/14/2018
BZ1KGJ,9/30/2018,8/3/2018
BZ1KGJ,12/31/2018,11/12/2018
BZ1KGJ,3/31/2019,2/18/2019
BZ1KGJ,6/30/2019,5/14/2019
BP8Y7F,3/31/2016,3/17/2016
BP8Y7F,9/30/2016,10/19/2016
BP8Y7F,12/31/2016,3/22/2017
B0V3WR,6/30/2014,5/20/2014
B0V3WR,9/30/2014,8/1/2014
B0V3WR,12/31/2014,11/11/2014
759800,3/31/2019,3/27/2019
759800,6/30/2019,5/15/2019
759800,9/30/2019,7/30/2019
759800,12/31/2019,11/14/2019
455799,6/30/2018,5/15/2018
455799,9/30/2018,8/8/2018
455799,12/31/2018,11/14/2018
455799,3/31/2019,3/15/2019
455799,6/30/2019,5/2/2019
455799,9/30/2019,8/7/2019
BF0VLX,3/31/2019,2/26/2019
BF0VLX,6/30/2019,5/7/2019
BF0VLX,9/30/2019,8/2/2019
BF0VLX,12/31/2019,11/7/2019
516140,9/30/2012,8/1/2012
516140,3/31/2013,2/14/2013
516140,6/30/2015,5/13/2015
516140,12/31/2015,11/10/2015
478321,6/30/2017,5/11/2017
478321,9/30/2017,8/3/2017
597593,12/31/2014,11/10/2014
597593,3/31/2015,2/6/2015
597593,6/30/2015,5/7/2015
597593,9/30/2015,7/29/2015
597593,3/31/2016,2/18/2016
597593,6/30/2016,8/2/2016
BD2Z8S,3/31/2017,3/24/2017
BD2Z8S,9/30/2017,7/28/2017
BD2Z8S,12/31/2017,10/23/2017
BD2Z8S,3/31/2018,3/12/2018
BD2Z8S,6/30/2018,5/8/2018
BD2Z8S,9/30/2018,7/31/2018
BD2Z8S,12/31/2018,11/5/2018
BD2Z8S,6/30/2019,5/14/2019
407683,9/30/2017,8/1/2017
407683,12/31/2017,11/7/2017
407683,3/31/2018,2/6/2018
407683,6/30/2018,5/8/2018
726480,3/31/2015,3/2/2015
726480,9/30/2015,9/11/2015
726480,12/31/2015,11/9/2015
726480,3/31/2017,2/27/2017
726480,6/30/2017,9/22/2017
726480,9/30/2017,9/22/2017
726480,12/31/2017,5/10/2018
726480,3/31/2018,5/10/2018
726480,6/30/2018,9/13/2018
726480,3/31/2019,3/20/2019
726480,6/30/2019,9/20/2019
726480,9/30/2019,9/23/2019
472699,3/31/2016,2/18/2016
B1YS84,9/30/2013,8/27/2013
B1YS84,12/31/2013,11/12/2013
B1YS84,3/31/2014,3/21/2014
B1YS84,6/30/2014,5/13/2014
B1YS84,12/31/2014,11/14/2014
B1YS84,3/31/2015,3/13/2015
B1YS84,6/30/2015,5/13/2015
B0DJNG,9/30/2012,7/31/2012
B0DJNG,12/31/2012,11/8/2012
B0DJNG,3/31/2013,4/23/2013
B0DJNG,6/30/2013,5/14/2013
B0DJNG,9/30/2013,7/31/2013
B0DJNG,12/31/2013,11/7/2013
B0DJNG,3/31/2014,3/19/2014
B0DJNG,6/30/2014,5/6/2014
B0DJNG,9/30/2014,8/1/2014
B0DJNG,12/31/2014,11/6/2014
B0DJNG,9/30/2017,7/27/2017
B0DJNG,12/31/2017,11/9/2017
B0DJNG,3/31/2018,3/14/2018
B0DJNG,6/30/2018,5/8/2018
B0DJNG,9/30/2018,7/30/2018
B0DJNG,12/31/2018,11/8/2018
B0DJNG,3/31/2019,3/13/2019
480065,6/30/2016,5/2/2016
480065,9/30/2016,7/25/2016
480065,12/31/2016,3/1/2017
BMJ6CV,3/31/2016,4/8/2016
BBGTNT,9/30/2013,8/1/2013
BBGTNT,12/31/2013,11/7/2013
BBGTNT,3/31/2014,3/13/2014
BBGTNT,6/30/2014,5/14/2014
BBGTNT,9/30/2014,7/31/2014
BBGTNT,12/31/2014,11/12/2014
BBGTNT,3/31/2015,3/19/2015
BBGTNT,6/30/2015,5/7/2015
BBGTNT,9/30/2015,7/30/2015
BBGTNT,12/31/2015,11/12/2015
BBGTNT,3/31/2016,3/16/2016
BBGTNT,6/30/2016,5/12/2016
BBGTNT,9/30/2016,7/28/2016
BBGTNT,12/31/2016,11/8/2016
BBGTNT,3/31/2017,3/15/2017
BBGTNT,6/30/2017,5/10/2017
BBGTNT,9/30/2017,7/27/2017
BBGTNT,12/31/2017,11/7/2017
BBGTNT,3/31/2018,3/15/2018
BBGTNT,6/30/2018,5/3/2018
BBGTNT,9/30/2018,7/26/2018
BBGTNT,12/31/2018,11/7/2018
BBGTNT,3/31/2019,3/14/2019
BBGTNT,6/30/2019,5/9/2019
BBGTNT,9/30/2019,7/25/2019
BBGTNT,12/31/2019,10/24/2019
B0B87F,9/30/2016,8/4/2016
B0B87F,6/30/2017,5/12/2017
B0B87F,9/30/2017,8/4/2017
BYY5FZ,12/31/2015,11/13/2015
BYY5FZ,3/31/2016,3/10/2016
507794,9/30/2012,7/31/2012
507794,12/31/2012,11/13/2012
507794,3/31/2013,3/26/2013
507794,6/30/2013,5/14/2013
507794,9/30/2013,8/1/2013
507794,12/31/2013,11/12/2013
507794,3/31/2014,3/26/2014
507794,6/30/2014,5/13/2014
507794,9/30/2014,7/30/2014
507794,12/31/2014,11/12/2014
507794,3/31/2015,3/24/2015
507794,6/30/2015,5/12/2015
507794,9/30/2015,7/30/2015
507794,12/31/2015,11/10/2015
507794,3/31/2016,3/22/2016
507794,6/30/2016,5/10/2016
507794,9/30/2016,7/29/2016
507794,12/31/2016,11/8/2016
507794,3/31/2017,4/19/2017
507794,6/30/2017,5/9/2017
507794,9/30/2017,9/26/2017
507794,12/31/2017,11/7/2017
507794,3/31/2018,4/24/2018
507794,6/30/2018,5/15/2018
507794,9/30/2018,7/27/2018
507794,12/31/2018,11/13/2018
507794,3/31/2019,3/12/2019
507794,6/30/2019,5/14/2019
507794,9/30/2019,10/1/2019
B78GKC,9/30/2015,8/27/2015
B2Q4B8,6/30/2013,5/13/2013
B2Q4B8,9/30/2013,8/1/2013
B2Q4B8,12/31/2013,11/11/2013
B2Q4B8,6/30/2014,5/14/2014
B2Q4B8,9/30/2014,8/20/2014
B2Q4B8,12/31/2014,11/10/2014
B2Q4B8,6/30/2015,5/11/2015
B2Q4B8,9/30/2015,8/3/2015
B2Q4B8,9/30/2016,8/1/2016
B2Q4B8,12/31/2016,11/8/2016
B2Q4B8,3/31/2017,3/7/2017
B2Q4B8,9/30/2017,7/28/2017
B93ZNM,9/30/2013,8/6/2013
B93ZNM,12/31/2013,11/7/2013
B93ZNM,3/31/2014,3/10/2014
B93ZNM,6/30/2014,5/8/2014
B93ZNM,9/30/2014,8/6/2014
B93ZNM,12/31/2014,11/6/2014
BGLP23,9/30/2014,8/6/2014
BGLP23,12/31/2014,11/12/2014
BGLP23,3/31/2015,3/4/2015
BGLP23,6/30/2015,5/12/2015
BGLP23,9/30/2015,7/29/2015
BGLP23,12/31/2015,11/9/2015
BGLP23,3/31/2016,3/4/2016
BGLP23,6/30/2016,5/11/2016
BGLP23,9/30/2016,7/28/2016
BGLP23,12/31/2017,10/24/2017
BGLP23,3/31/2018,2/26/2018
BGLP23,6/30/2018,5/4/2018
BGLP23,9/30/2018,7/25/2018
BGLP23,12/31/2018,10/24/2018
BGLP23,3/31/2019,2/28/2019
BGLP23,6/30/2019,5/9/2019
BGLP23,9/30/2019,7/24/2019
BGLP23,12/31/2019,10/24/2019
457481,6/30/2013,5/9/2013
457481,6/30/2015,5/8/2015
457481,9/30/2015,8/5/2015
457481,12/31/2017,10/27/2017
457481,3/31/2018,2/9/2018
B7CQ3K,12/31/2015,6/8/2016
B7CQ3K,3/31/2016,6/8/2016
B7CQ3K,6/30/2016,9/9/2016
573184,9/30/2014,8/28/2014
573184,12/31/2014,11/14/2014
573184,3/31/2015,4/1/2015
573184,6/30/2015,5/15/2015
573184,9/30/2015,8/28/2015
573184,12/31/2015,11/16/2015
BW0D7R,1/31/2018,12/11/2017
BW0D7R,4/30/2018,4/18/2018
BW0D7R,7/31/2018,6/20/2018
BW0D7R,10/31/2018,9/19/2018
BW0D7R,1/31/2019,12/12/2018
BW0D7R,4/30/2019,4/18/2019
BW0D7R,7/31/2019,6/19/2019
BW0D7R,10/31/2019,9/20/2019
BW0D7R,1/31/2020,12/11/2019
B15CPD,9/30/2012,7/27/2012
B15CPD,12/31/2012,10/26/2012
B15CPD,3/31/2013,2/27/2013
B15CPD,9/30/2013,7/26/2013
B15CPD,12/31/2013,11/11/2013
B15CPD,3/31/2014,3/20/2014
B15CPD,6/30/2014,5/8/2014
B15CPD,9/30/2014,7/28/2014
B15CPD,12/31/2014,10/23/2014
B15CPD,3/31/2015,2/27/2015
B15CPD,6/30/2015,5/8/2015
B15CPD,9/30/2015,7/30/2015
B15CPD,12/31/2015,10/30/2015
B15CPD,3/31/2016,3/11/2016
B15CPD,6/30/2016,5/2/2016
B15CPD,9/30/2016,7/27/2016
B15CPD,12/31/2016,10/28/2016
B15CPD,3/31/2017,2/27/2017
B15CPD,6/30/2017,5/3/2017
B15CPD,3/31/2019,2/25/2019
B15CPD,6/30/2019,5/7/2019
B15CPD,9/30/2019,7/26/2019
B15CPD,12/31/2019,10/30/2019
703018,3/31/2014,3/21/2014
BZ5ZHK,9/30/2018,8/7/2018
BZ5ZHK,12/31/2018,11/14/2018
BZ5ZHK,3/31/2019,2/14/2019
BZ5ZHK,6/30/2019,5/14/2019
BZ5ZHK,9/30/2019,8/1/2019
BZ5ZHK,12/31/2019,10/29/2019
BYYN70,9/30/2016,8/2/2016
BYYN70,12/31/2016,11/9/2016
BYYN70,3/31/2017,3/15/2017
BYYN70,6/30/2017,5/10/2017
BYYN70,9/30/2017,8/2/2017
BYYN70,6/30/2018,5/10/2018
BYYN70,9/30/2018,8/2/2018
BYYN70,12/31/2018,11/8/2018
B8HX5P,9/30/2013,8/28/2013
B8HX5P,12/31/2013,11/4/2013
B8HX5P,3/31/2014,4/11/2014
B01KH1,9/30/2016,8/11/2016
B8BRVJ,9/30/2015,9/28/2015
B8BRVJ,12/31/2015,11/17/2015
B8BRVJ,3/31/2017,3/23/2017
B1W4V6,9/30/2012,8/7/2012
B1W4V6,12/31/2012,11/9/2012
B1W4V6,12/31/2013,11/6/2013
B1W4V6,3/31/2014,2/25/2014
B1W4V6,6/30/2014,5/8/2014
B1W4V6,3/31/2017,3/1/2017
B1W4V6,6/30/2017,5/10/2017
B1W4V6,9/30/2017,7/27/2017
B1W4V6,12/31/2017,11/7/2017
B1W4V6,3/31/2018,2/27/2018
B1W4V6,6/30/2018,5/10/2018
B1W4V6,9/30/2018,9/19/2018
B1W4V6,12/31/2018,11/14/2018
B1W4V6,3/31/2019,3/5/2019
B1W4V6,6/30/2019,5/13/2019
B1W4V6,9/30/2019,8/1/2019
B1W4V6,12/31/2019,11/12/2019
BBD809,12/31/2014,11/14/2014
BBD809,3/31/2015,3/11/2015
BBD809,6/30/2015,5/14/2015
BBD809,9/30/2015,7/30/2015
BBD809,12/31/2015,11/13/2015
BBD809,3/31/2016,3/22/2016
BBD809,6/30/2016,5/11/2016
B07DRZ,9/30/2018,7/26/2018
B07DRZ,3/31/2019,2/11/2019
418512,12/31/2013,3/24/2014
418512,3/31/2014,3/24/2014
418512,6/30/2014,5/15/2014
418512,9/30/2014,8/11/2014
418512,12/31/2014,11/11/2014
418512,3/31/2015,4/30/2015
418512,6/30/2015,5/11/2015
418512,9/30/2015,8/28/2015
418512,12/31/2015,11/9/2015
418512,12/31/2016,11/9/2016
418512,3/31/2017,3/15/2017
418512,6/30/2017,5/11/2017
418512,9/30/2017,9/27/2017
418512,12/31/2017,11/9/2017
418512,3/31/2018,3/15/2018
418512,6/30/2018,5/15/2018
B0N64J,6/30/2014,4/30/2014
B0N64J,12/31/2014,11/7/2014
B0N64J,3/31/2015,3/5/2015
B0N64J,6/30/2015,4/27/2015
B0N64J,9/30/2015,8/4/2015
B0N64J,12/31/2015,11/5/2015
B0N64J,3/31/2016,3/15/2016
B0N64J,9/30/2016,8/3/2016
B0N64J,12/31/2016,11/9/2016
B0N64J,3/31/2017,3/15/2017
B0N64J,6/30/2017,5/9/2017
B0N64J,9/30/2017,8/2/2017
B0N64J,12/31/2017,11/8/2017
B0N64J,3/31/2018,3/13/2018
B0N64J,6/30/2018,5/9/2018
B0N64J,9/30/2018,8/2/2018
B0N64J,12/31/2018,3/13/2019
B0N64J,9/30/2019,8/5/2019
B0N64J,12/31/2019,11/13/2019
BDZZRW,9/30/2017,7/25/2017
BDZZRW,12/31/2017,10/24/2017
BDZZRW,3/31/2018,3/6/2018
BDZZRW,6/30/2018,4/24/2018
BDZZRW,9/30/2018,7/25/2018
BDZZRW,12/31/2018,10/24/2018
BDZZRW,3/31/2019,2/28/2019
BDZZRW,6/30/2019,4/18/2019
BDZZRW,9/30/2019,7/25/2019
BDZZRW,12/31/2019,10/24/2019
B09MRX,3/31/2016,3/16/2016
B09MRX,12/31/2016,2/23/2017
B09MRX,3/31/2017,4/27/2017
B09MRX,6/30/2017,7/26/2017
B09MRX,9/30/2017,7/27/2017
B09MRX,12/31/2017,11/15/2017
B09MRX,3/31/2018,3/15/2018
B09MRX,6/30/2018,7/25/2018
B09MRX,9/30/2018,7/25/2018
B09MRX,12/31/2018,11/14/2018
B09MRX,3/31/2019,3/15/2019
B09MRX,6/30/2019,5/16/2019
B09MRX,9/30/2019,7/30/2019
B04F67,9/30/2012,8/10/2012
B04F67,3/31/2015,2/24/2015
B04F67,6/30/2015,5/14/2015
B04F67,9/30/2015,8/7/2015
B04F67,12/31/2015,11/6/2015
B04F67,3/31/2016,2/29/2016
B04F67,6/30/2016,5/13/2016
B04F67,9/30/2016,8/1/2016
B04F67,12/31/2016,11/7/2016
B04F67,3/31/2017,2/27/2017
B04F67,6/30/2017,5/16/2017
B04F67,9/30/2017,7/28/2017
B04F67,3/31/2018,3/12/2018
B04F67,12/31/2018,10/29/2018
B04F67,3/31/2019,3/4/2019
B04F67,6/30/2019,5/13/2019
B04F67,9/30/2019,7/30/2019
B04F67,12/31/2019,10/30/2019
725147,9/30/2015,7/29/2015
725147,12/31/2017,11/7/2017
725147,3/31/2018,3/14/2018
473102,9/30/2014,8/6/2014
473102,3/31/2016,3/9/2016
473102,6/30/2016,5/13/2016
473102,9/30/2016,8/5/2016
473102,12/31/2016,11/11/2016
482066,9/30/2014,7/22/2014
482066,12/31/2014,10/21/2014
482066,3/31/2015,2/23/2015
482066,3/31/2016,3/1/2016
482066,3/31/2017,2/27/2017
482066,6/30/2017,4/26/2017
482066,9/30/2017,7/25/2017
482066,12/31/2017,10/24/2017
482066,3/31/2018,2/26/2018
482066,3/31/2019,2/4/2019
482066,12/31/2019,10/25/2019
774470,6/30/2015,4/29/2015
717555,3/31/2016,4/29/2016
717555,6/30/2016,8/2/2016
763439,9/30/2013,8/2/2013
763439,12/31/2013,11/7/2013
763439,3/31/2014,3/7/2014
763439,6/30/2014,5/13/2014
763439,9/30/2014,8/4/2014
763439,12/31/2014,11/7/2014
763439,3/31/2015,3/19/2015
763439,6/30/2015,5/7/2015
763439,9/30/2015,8/7/2015
763439,12/31/2015,11/6/2015
763439,3/31/2016,3/17/2016
763439,6/30/2016,5/13/2016
763439,9/30/2016,7/26/2016
763439,12/31/2016,11/4/2016
763439,3/31/2017,3/23/2017
763439,12/31/2017,11/10/2017
763439,3/31/2018,3/7/2018
763439,6/30/2018,5/16/2018
763439,9/30/2018,7/24/2018
595352,9/30/2012,8/28/2012
595352,12/31/2012,11/23/2012
595352,3/31/2013,3/29/2013
595352,6/30/2014,7/8/2014
