firm_ID,quarter,trading_date
B95J1X,9/30/2016,8/31/2016
B95J1X,9/30/2017,8/31/2017
B95J1X,12/31/2017,11/6/2017
B05DY7,12/31/2012,11/8/2012
B05DY7,3/31/2014,1/23/2014
B05DY7,3/31/2014,3/27/2014
B05DY7,6/30/2014,4/29/2014
B05DY7,3/31/2015,3/25/2015
B05DY7,6/30/2015,4/29/2015
B05DY7,9/30/2015,7/30/2015
B05DY7,12/31/2015,11/5/2015
B05DY7,3/31/2016,3/23/2016
B05DY7,6/30/2016,7/27/2016
B05DY7,9/30/2016,7/27/2016
B05DY7,3/31/2017,4/3/2017
B05DY7,6/30/2017,9/13/2017
704239,9/30/2017,9/6/2017
704239,12/31/2017,11/10/2017
704239,3/31/2018,3/9/2018
597264,9/30/2012,8/30/2012
597264,12/31/2012,11/5/2012
597264,9/30/2014,8/29/2014
597264,12/31/2014,11/3/2014
597264,3/31/2015,3/2/2015
597264,9/30/2015,8/31/2015
597264,12/31/2016,10/20/2016
597264,3/31/2018,3/6/2018
597264,6/30/2018,7/31/2018
597264,9/30/2018,7/31/2018
597264,12/31/2018,10/23/2018
597264,3/31/2019,3/5/2019
597264,6/30/2019,4/26/2019
597264,9/30/2019,8/29/2019
597264,12/31/2019,10/28/2019
BYNBTQ,6/30/2016,5/9/2016
BYNBTQ,9/30/2016,7/25/2016
BYNBTQ,9/30/2017,7/26/2017
BYNBTQ,12/31/2017,11/9/2017
BYNBTQ,3/31/2018,3/1/2018
BYNBTQ,6/30/2018,5/16/2018
BYNBTQ,9/30/2018,7/25/2018
BYNBTQ,12/31/2018,11/8/2018
BYNBTQ,3/31/2019,2/21/2019
BYNBTQ,6/30/2019,5/14/2019
BYNBTQ,9/30/2019,7/25/2019
BYNBTQ,12/31/2019,10/24/2019
B7VQL4,12/31/2019,10/17/2019
BJYRDP,6/30/2015,4/14/2015
BJYRDP,9/30/2015,7/21/2015
BJYRDP,12/31/2015,10/19/2015
BJYRDP,3/31/2016,2/18/2016
BJYRDP,6/30/2016,4/12/2016
BJYRDP,9/30/2016,7/21/2016
BJYRDP,12/31/2016,10/12/2016
BJYRDP,6/30/2017,4/11/2017
BJYRDP,9/30/2017,7/20/2017
BJYRDP,12/31/2017,10/19/2017
B03B70,9/30/2014,9/26/2014
B03B70,12/31/2014,11/4/2014
B03B70,3/31/2015,4/3/2015
B03B70,6/30/2015,9/25/2015
B03B70,9/30/2015,9/25/2015
B03B70,12/31/2015,11/6/2015
B03B70,3/31/2016,2/5/2016
B03B70,6/30/2016,4/26/2016
B03B70,9/30/2016,9/26/2016
B03B70,12/31/2016,5/2/2017
B03B70,3/31/2017,5/2/2017
B03B70,6/30/2017,9/25/2017
B03B70,9/30/2017,9/25/2017
B03B70,12/31/2017,10/11/2017
B03B70,3/31/2018,3/13/2018
B03B70,6/30/2018,4/27/2018
B03B70,9/30/2018,9/24/2018
B03B70,12/31/2018,10/23/2018
B03B70,3/31/2019,2/5/2019
B03B70,6/30/2019,5/1/2019
B03B70,9/30/2019,10/1/2019
B03B70,12/31/2019,1/13/2020
BKXGDV,6/30/2019,5/2/2019
B7VQL4,12/31/2015,10/22/2015
B7VQL4,3/31/2016,2/18/2016
B7VQL4,6/30/2016,8/19/2016
439515,3/31/2017,3/29/2017
439515,6/30/2017,4/27/2017
B011GL,6/30/2019,5/6/2019
B011GL,9/30/2019,7/26/2019
B1G5FB,3/31/2014,2/11/2014
B1G5FB,6/30/2014,5/5/2014
B1G5FB,9/30/2014,9/17/2014
B1G5FB,12/31/2014,11/5/2014
B1G5FB,3/31/2015,2/19/2015
B1G5FB,6/30/2015,5/5/2015
B1G5FB,9/30/2015,9/17/2015
B1G5FB,12/31/2015,11/5/2015
B1G5FB,6/30/2016,5/4/2016
B1G5FB,9/30/2016,9/8/2016
B1G5FB,12/31/2016,11/3/2016
B1G5FB,3/31/2017,3/7/2017
B1G5FB,6/30/2017,5/15/2017
B1G5FB,9/30/2017,9/18/2017
B1G5FB,12/31/2017,11/15/2017
B1G5FB,3/31/2018,3/8/2018
B1G5FB,6/30/2018,5/16/2018
B1G5FB,9/30/2018,9/14/2018
B1G5FB,9/30/2019,9/13/2019
B1G5FB,12/31/2019,11/13/2019
713666,9/30/2012,7/30/2012
713666,12/31/2012,11/7/2012
713666,3/31/2013,3/7/2013
713666,6/30/2013,5/6/2013
713666,12/31/2016,11/4/2016
713666,3/31/2017,3/2/2017
713666,6/30/2017,5/4/2017
713666,12/31/2017,11/7/2017
713666,3/31/2018,3/8/2018
713666,6/30/2018,5/15/2018
B138HB,11/30/2018,10/1/2018
B138HB,2/28/2019,1/30/2019
B138HB,5/31/2019,4/12/2019
450270,12/31/2014,11/5/2014
450270,3/31/2015,2/18/2015
BYY8LS,9/30/2018,7/30/2018
BYY8LS,3/31/2019,3/12/2019
BYY8LS,6/30/2019,5/9/2019
BYY8LS,9/30/2019,7/29/2019
518228,9/30/2015,10/1/2015
518228,9/30/2016,8/19/2016
518228,12/31/2016,11/8/2016
518228,6/30/2017,4/27/2017
B6R2RH,6/30/2017,7/26/2017
B6R2RH,9/30/2017,7/26/2017
B6R2RH,12/31/2017,10/19/2017
BD4GSL,3/31/2018,3/21/2018
BD4GSL,6/30/2018,5/16/2018
BD4GSL,9/30/2018,9/27/2018
BD4GSL,12/31/2018,11/15/2018
BD4GSL,3/31/2019,4/10/2019
BD4GSL,6/30/2019,9/30/2019
549433,9/30/2014,7/24/2014
549433,12/31/2014,11/14/2014
549433,3/31/2015,3/16/2015
549433,6/30/2015,5/12/2015
514282,12/31/2014,11/4/2014
514282,3/31/2015,3/31/2015
BGV7F9,9/30/2019,8/1/2019
517617,9/30/2013,7/25/2013
517617,12/31/2013,10/23/2013
B04VST,12/31/2014,11/14/2014
B04VST,3/31/2015,3/2/2015
B04VST,6/30/2015,5/13/2015
B04VST,9/30/2015,7/30/2015
B04VST,12/31/2015,11/16/2015
B04VST,3/31/2016,2/29/2016
B04VST,6/30/2016,5/13/2016
B04VST,9/30/2016,7/29/2016
B04VST,12/31/2016,11/14/2016
B04VST,3/31/2017,3/1/2017
B04VST,6/30/2017,5/15/2017
B04VST,12/31/2017,11/13/2017
468232,9/30/2016,9/1/2016
468232,6/30/2017,4/20/2017
570047,3/31/2016,1/19/2016
570047,6/30/2016,4/14/2016
570047,9/30/2016,7/12/2016
570047,12/31/2016,11/24/2016
570047,3/31/2017,1/17/2017
570047,6/30/2017,5/30/2017
570047,9/30/2017,7/12/2017
570047,12/31/2017,11/22/2017
BVL8RS,6/30/2016,6/20/2016
BVL8RS,9/30/2016,8/19/2016
BVL8RS,12/31/2016,10/21/2016
BVL8RS,3/31/2017,4/3/2017
BVL8RS,6/30/2017,5/4/2017
BVL8RS,9/30/2017,8/24/2017
BRTL48,3/31/2016,3/29/2016
B1VP0K,12/31/2012,10/31/2012
B1VP0K,6/30/2014,4/30/2014
B1VP0K,9/30/2014,7/31/2014
B1VP0K,3/31/2015,2/12/2015
B1VP0K,6/30/2015,4/30/2015
B1VP0K,9/30/2015,7/29/2015
B1VP0K,12/31/2015,10/30/2015
B1VP0K,3/31/2016,2/11/2016
B1VP0K,6/30/2016,4/29/2016
B1VP0K,9/30/2016,7/29/2016
B1VP0K,12/31/2016,10/28/2016
B1VP0K,6/30/2017,4/28/2017
B1VP0K,9/30/2017,7/31/2017
B1VP0K,3/31/2018,2/14/2018
B1VP0K,6/30/2018,4/27/2018
B1VP0K,9/30/2018,7/31/2018
B1VP0K,12/31/2018,10/31/2018
B1VP0K,3/31/2019,2/13/2019
B1VP0K,6/30/2019,4/30/2019
B1VP0K,9/30/2019,7/30/2019
BDT88L,3/31/2019,3/12/2019
BDT88L,6/30/2019,5/13/2019
B03GCV,6/30/2015,5/18/2015
B1LB9P,9/30/2013,8/1/2013
B1LB9P,12/31/2014,11/6/2014
B1LB9P,12/31/2015,11/4/2015
B1LB9P,3/31/2016,2/24/2016
479213,6/30/2019,4/30/2019
B0XMRC,9/30/2012,8/10/2012
B0XMRC,12/31/2012,11/15/2012
B0XMRC,12/31/2015,10/15/2015
B0XMRC,3/31/2016,4/1/2016
B0XMRC,6/30/2016,4/27/2016
B0XMRC,9/30/2017,7/26/2017
B0XMRC,12/31/2017,11/8/2017
B0XMRC,3/31/2018,2/2/2018
B0XMRC,6/30/2018,4/26/2018
B0XMRC,12/31/2018,10/24/2018
B0XMRC,3/31/2019,2/13/2019
BG3FC1,3/31/2017,3/8/2017
BG3FC1,6/30/2017,5/11/2017
529878,12/31/2017,10/25/2017
529878,3/31/2018,1/31/2018
529878,6/30/2018,4/25/2018
529878,9/30/2018,8/1/2018
529878,12/31/2018,10/24/2018
529878,3/31/2019,2/13/2019
529878,6/30/2019,4/25/2019
529878,9/30/2019,7/31/2019
529878,12/31/2019,10/23/2019
BD5FFX,3/31/2019,4/24/2019
BD5FFX,6/30/2019,6/4/2019
BD5FFX,9/30/2019,11/4/2019
BYNZ9V,3/31/2016,2/16/2016
BYNZ9V,6/30/2016,4/21/2016
BYNZ9V,12/31/2016,10/4/2016
BYNZ9V,9/30/2017,7/25/2017
BYNZ9V,12/31/2017,10/24/2017
BYNZ9V,3/31/2018,3/8/2018
BYNZ9V,6/30/2018,5/3/2018
BYNZ9V,9/30/2018,7/26/2018
B3B8D0,3/31/2017,3/1/2017
B3B8D0,12/31/2017,10/27/2017
B3B8D0,3/31/2018,3/1/2018
B3B8D0,6/30/2018,5/17/2018
B3B8D0,9/30/2018,7/26/2018
B3B8D0,3/31/2019,2/27/2019
B3B8D0,9/30/2019,7/26/2019
B3B8D0,12/31/2012,10/25/2012
B3B8D0,12/31/2013,10/24/2013
B3B8D0,3/31/2014,2/20/2014
B3B8D0,6/30/2014,4/24/2014
483477,6/30/2017,5/11/2017
483477,12/31/2017,11/16/2017
483477,3/31/2018,2/15/2018
483477,6/30/2018,5/17/2018
483477,9/30/2018,7/30/2018
483477,12/31/2018,11/15/2018
BNFWR4,6/30/2019,4/24/2019
565348,3/31/2017,2/23/2017
565348,6/30/2017,4/25/2017
738006,3/31/2018,2/28/2018
738006,6/30/2018,5/9/2018
738006,9/30/2018,8/14/2018
738006,6/30/2019,5/9/2019
BYW82K,9/30/2018,8/16/2018
548552,12/31/2016,12/14/2016
548552,3/31/2017,2/13/2017
548552,9/30/2017,8/10/2017
548552,6/30/2019,4/26/2019
548552,9/30/2019,8/8/2019
506921,9/30/2018,9/5/2018
511738,9/30/2018,8/14/2018
511738,3/31/2019,2/15/2019
511738,6/30/2019,5/8/2019
511738,9/30/2019,8/14/2019
511738,12/31/2019,11/13/2019
577262,6/30/2016,5/12/2016
577262,9/30/2016,8/10/2016
577262,3/31/2018,2/12/2018
577262,12/31/2018,11/12/2018
577262,3/31/2019,3/28/2019
577262,6/30/2019,5/15/2019
B90LKT,6/30/2018,5/15/2018
B90LKT,9/30/2018,8/7/2018
B90LKT,12/31/2018,11/8/2018
B90LKT,3/31/2019,2/14/2019
B90LKT,6/30/2019,4/30/2019
BZ168H,12/31/2018,1/14/2019
BZ168H,3/31/2019,2/14/2019
BZ168H,6/30/2019,5/14/2019
588185,9/30/2019,8/22/2019
BFM0LL,6/30/2019,10/31/2019
BZ168H,9/30/2019,8/13/2019
BZ168H,12/31/2019,11/12/2019
BYTBWY,12/31/2016,10/25/2016
BYTBWY,3/31/2017,2/20/2017
575035,6/30/2019,4/26/2019
575035,9/30/2019,7/24/2019
575035,12/31/2019,10/30/2019
BZCNB4,12/31/2018,11/7/2018
BZCNB4,3/31/2019,4/25/2019
BZCNB4,6/30/2019,4/25/2019
BZCNB4,9/30/2019,7/30/2019
BZCNB4,12/31/2019,1/13/2020
475497,9/30/2015,8/13/2015
475497,6/30/2016,5/13/2016
475497,9/30/2016,8/15/2016
475497,12/31/2016,11/14/2016
475497,3/31/2017,3/7/2017
475497,6/30/2017,5/11/2017
475497,9/30/2017,8/15/2017
475497,3/31/2018,3/5/2018
475497,6/30/2018,5/15/2018
475497,9/30/2018,8/14/2018
475497,6/30/2019,5/15/2019
475497,9/30/2019,8/15/2019
475497,12/31/2019,11/13/2019
528748,3/31/2015,2/20/2015
528748,3/31/2016,3/17/2016
528748,6/30/2016,5/3/2016
528748,9/30/2016,8/2/2016
528748,3/31/2019,3/14/2019
528748,6/30/2019,4/30/2019
528748,12/31/2019,11/7/2019
B0YZ0Z,9/30/2013,8/13/2013
B0YZ0Z,9/30/2016,8/12/2016
B0YZ0Z,12/31/2016,11/15/2016
516921,12/31/2013,10/31/2013
516921,6/30/2015,4/29/2015
511990,3/31/2016,2/25/2016
511990,6/30/2016,5/12/2016
511990,3/31/2017,2/23/2017
511990,6/30/2017,5/11/2017
511990,6/30/2018,5/16/2018
511990,9/30/2018,8/9/2018
511990,12/31/2018,11/8/2018
511990,3/31/2019,2/28/2019
511990,6/30/2019,5/17/2019
511990,9/30/2019,7/22/2019
511990,12/31/2019,11/7/2019
440920,12/31/2018,11/1/2018
440920,3/31/2019,2/22/2019
440920,6/30/2019,4/29/2019
440920,12/31/2019,11/7/2019
440920,9/30/2018,8/30/2018
710755,12/31/2014,11/6/2014
710755,3/31/2015,3/19/2015
710755,12/31/2019,11/6/2019
455710,6/30/2018,5/4/2018
455710,9/30/2018,7/30/2018
455710,12/31/2018,10/29/2018
455710,3/31/2019,3/14/2019
455710,6/30/2019,5/10/2019
455710,9/30/2019,8/6/2019
455710,12/31/2019,10/25/2019
570994,12/31/2016,11/10/2016
570994,3/31/2017,3/2/2017
570994,6/30/2017,5/11/2017
BYR4KP,9/30/2018,7/27/2018
BYR4KP,12/31/2018,10/30/2018
BYR4KP,3/31/2019,2/7/2019
BYR4KP,6/30/2019,5/3/2019
BYR4KP,9/30/2019,7/22/2019
B1Y47Y,8/31/2017,7/13/2017
B1Y47Y,11/30/2017,10/11/2017
B1Y47Y,2/28/2018,2/22/2018
B1Y47Y,8/31/2018,7/12/2018
B1Y47Y,11/30/2018,10/11/2018
B1Y47Y,2/28/2019,2/14/2019
B1Y47Y,5/31/2019,4/11/2019
B1Y47Y,8/31/2019,7/11/2019
B1Y47Y,11/30/2019,10/10/2019
573564,3/31/2017,2/9/2017
573564,6/30/2017,5/9/2017
573564,9/30/2017,8/8/2017
B88MHC,3/31/2017,3/9/2017
B28SK0,6/30/2014,5/14/2014
B28SK0,12/31/2014,11/13/2014
B28SK0,3/31/2015,3/30/2015
B28SK0,12/31/2015,11/12/2015
536722,9/30/2015,8/14/2015
536722,12/31/2015,11/13/2015
536722,3/31/2018,2/8/2018
536722,6/30/2018,6/12/2018
536722,9/30/2018,8/7/2018
536722,12/31/2018,11/8/2018
BFYXP8,3/31/2019,3/28/2019
BFYXP8,6/30/2019,5/28/2019
554567,6/30/2019,5/10/2019
554567,9/30/2019,8/8/2019
B54C01,12/31/2014,11/13/2014
B54C01,6/30/2015,5/12/2015
B54C01,12/31/2015,11/11/2015
B54C01,6/30/2016,5/10/2016
B54C01,9/30/2016,8/11/2016
B54C01,12/31/2016,11/10/2016
B54C01,3/31/2017,3/16/2017
B54C01,6/30/2017,5/9/2017
B54C01,9/30/2017,8/15/2017
B54C01,12/31/2017,11/15/2017
B54C01,6/30/2018,5/14/2018
B54C01,9/30/2018,8/14/2018
B54C01,12/31/2018,11/15/2018
B54C01,6/30/2019,5/14/2019
B54C01,9/30/2019,8/15/2019
B54C01,12/31/2019,11/14/2019
552388,9/30/2016,7/21/2016
552388,12/31/2016,10/26/2016
552388,3/31/2017,3/2/2017
552388,6/30/2017,4/27/2017
552388,9/30/2017,7/20/2017
552388,12/31/2017,10/25/2017
B170DQ,6/30/2016,5/4/2016
B170DQ,9/30/2016,8/4/2016
B170DQ,12/31/2016,11/3/2016
555820,9/30/2017,8/8/2017
555820,12/31/2017,11/8/2017
555820,6/30/2018,5/3/2018
555820,9/30/2018,8/1/2018
555820,12/31/2018,11/7/2018
555820,3/31/2019,3/21/2019
555820,6/30/2019,5/3/2019
555820,9/30/2019,8/1/2019
555820,12/31/2019,11/7/2019
B9G6L8,3/31/2018,3/8/2018
B9G6L8,6/30/2017,5/10/2017
B9G6L8,9/30/2017,8/10/2017
B9G6L8,12/31/2017,11/10/2017
B9G6L8,6/30/2018,5/8/2018
B9G6L8,9/30/2018,8/10/2018
B9G6L8,3/31/2019,3/11/2019
B9G6L8,6/30/2019,5/9/2019
577325,9/30/2014,8/12/2014
577325,3/31/2015,3/17/2015
577325,6/30/2015,5/7/2015
577325,9/30/2015,8/11/2015
577325,12/31/2015,11/10/2015
577325,9/30/2018,8/15/2018
577325,3/31/2019,2/11/2019
577325,6/30/2019,5/15/2019
577325,9/30/2019,8/14/2019
577325,12/31/2019,11/13/2019
474184,3/31/2019,3/7/2019
474184,6/30/2019,5/14/2019
474184,9/30/2019,8/8/2019
474184,12/31/2019,11/14/2019
BD67MT,6/30/2017,5/11/2017
BD67MT,9/30/2017,8/3/2017
B06CF7,9/30/2019,8/14/2019
B06CF7,12/31/2019,11/13/2019
B92393,6/30/2019,5/8/2019
B92393,9/30/2019,7/31/2019
BCZM1B,6/30/2019,5/10/2019
BCZM1B,9/30/2019,8/7/2019
BCZM1B,12/31/2019,11/7/2019
BYXS69,3/31/2018,1/31/2018
BYXS69,6/30/2018,5/3/2018
594431,9/30/2019,8/5/2019
594431,12/31/2019,11/11/2019
B03K78,3/31/2016,3/31/2016
B03K78,3/31/2018,3/29/2018
B03K78,6/30/2018,4/30/2018
B03K78,9/30/2018,7/31/2018
B03K78,12/31/2018,10/31/2018
B03K78,3/31/2019,3/29/2019
B03K78,6/30/2019,4/30/2019
B03K78,9/30/2019,7/31/2019
B03K78,12/31/2019,10/30/2019
476896,3/31/2019,3/14/2019
476896,6/30/2019,5/15/2019
476896,9/30/2019,8/14/2019
476896,12/31/2019,11/14/2019
466593,9/30/2014,8/5/2014
466593,9/30/2017,8/4/2017
466593,3/31/2019,3/28/2019
466593,9/30/2019,8/8/2019
B2352K,12/31/2017,11/9/2017
B2352K,6/30/2018,5/9/2018
B2352K,3/31/2018,3/16/2018
B2352K,12/31/2016,11/10/2016
B2352K,6/30/2017,5/11/2017
481835,12/31/2014,11/6/2014
481835,3/31/2015,3/18/2015
481835,6/30/2015,4/29/2015
481835,12/31/2015,11/5/2015
481835,3/31/2016,3/15/2016
BYYH7G,3/31/2019,1/22/2019
BYYH7G,3/31/2018,3/12/2018
BYYH7G,6/30/2018,4/24/2018
BYYH7G,9/30/2018,8/14/2018
BYYH7G,6/30/2019,5/15/2019
BYYH7G,9/30/2019,7/9/2019
BYYH7G,12/31/2019,11/14/2019
BMHTHK,3/31/2018,3/28/2018
BMHTHK,3/31/2019,3/28/2019
B3B20H,6/30/2018,5/9/2018
546535,12/31/2015,11/12/2015
546535,3/31/2016,2/26/2016
546535,12/31/2016,11/10/2016
546535,6/30/2017,5/2/2017
546535,9/30/2017,8/10/2017
546535,12/31/2018,11/14/2018
546535,6/30/2019,4/29/2019
546535,9/30/2019,8/12/2019
546535,12/31/2019,11/13/2019
584330,9/30/2019,7/19/2019
BZ1DNL,6/30/2018,5/8/2018
BZ1DNL,9/30/2018,8/7/2018
BYYH7G,9/30/2017,7/26/2017
BYYH7G,12/31/2018,11/14/2018
BYY597,9/30/2018,7/25/2018
BYY597,12/31/2018,10/25/2018
BYY597,3/31/2019,3/5/2019
BYY597,6/30/2019,5/3/2019
BYY597,9/30/2019,7/25/2019
BF06WX,3/31/2018,1/25/2018
BF06WX,6/30/2018,4/16/2018
BF06WX,9/30/2018,7/18/2018
BF06WX,12/31/2018,10/19/2018
BF06WX,3/31/2019,1/31/2019
BF06WX,6/30/2019,4/12/2019
BF06WX,9/30/2019,7/19/2019
BF06WX,12/31/2019,10/22/2019
B3S3S5,12/31/2015,11/11/2015
B3S3S5,3/31/2016,2/23/2016
B3S3S5,6/30/2016,4/28/2016
B3S3S5,9/30/2016,8/11/2016
B3S3S5,3/31/2017,2/20/2017
B3S3S5,6/30/2017,5/11/2017
B3S3S5,9/30/2017,8/10/2017
B3S3S5,3/31/2018,2/22/2018
B3S3S5,6/30/2018,5/15/2018
B3S3S5,9/30/2018,8/9/2018
B3S3S5,6/30/2019,5/14/2019
573563,9/30/2012,8/9/2012
573563,3/31/2013,2/28/2013
573563,6/30/2013,5/8/2013
573563,3/31/2018,2/22/2018
573563,6/30/2018,4/26/2018
573563,9/30/2018,8/9/2018
573563,12/31/2018,10/30/2018
573563,3/31/2019,3/6/2019
573563,6/30/2019,4/25/2019
573563,9/30/2019,8/8/2019
573563,12/31/2019,10/30/2019
566629,12/31/2016,12/8/2016
566629,3/31/2019,2/12/2019
566629,6/30/2019,5/15/2019
BVCXBC,6/30/2019,5/29/2019
BF1QNX,6/30/2018,5/8/2018
BF1QNX,6/30/2019,5/13/2019
BF1QNX,9/30/2019,8/21/2019
B17R24,6/30/2019,5/7/2019
B17R24,9/30/2019,8/6/2019
B17R24,12/31/2019,11/7/2019
750892,3/31/2018,4/12/2018
750892,12/31/2018,11/14/2018
750892,3/31/2019,4/25/2019
750892,6/30/2019,5/8/2019
750892,9/30/2019,8/7/2019
BQV0SV,9/30/2015,8/13/2015
BQV0SV,12/31/2015,11/12/2015
BQV0SV,3/31/2016,1/19/2016
BQV0SV,12/31/2016,11/10/2016
BQV0SV,12/31/2018,11/6/2018
BQV0SV,3/31/2019,2/25/2019
BQV0SV,6/30/2019,5/2/2019
BQV0SV,9/30/2019,8/1/2019
BQV0SV,12/31/2019,10/31/2019
B1VP94,3/31/2015,2/26/2015
B1VP94,6/30/2015,5/4/2015
B1VP94,9/30/2015,8/3/2015
B1VP94,12/31/2015,11/5/2015
B1VP94,3/31/2016,3/30/2016
B1VP94,6/30/2016,5/9/2016
B1VP94,9/30/2016,8/9/2016
B1VP94,12/31/2016,11/7/2016
B1VP94,3/31/2017,3/3/2017
B1VP94,9/30/2017,8/8/2017
B1VP94,12/31/2017,11/6/2017
BYVQYG,9/30/2019,9/27/2019
BYVQYG,12/31/2019,-1
B1SK0S,3/31/2017,3/2/2017
B1SK0S,6/30/2017,5/3/2017
B1SK0S,9/30/2017,8/8/2017
B1SK0S,12/31/2017,11/9/2017
B1SK0S,3/31/2018,3/1/2018
B1SK0S,6/30/2018,5/3/2018
B1SK0S,9/30/2018,8/9/2018
B1SK0S,12/31/2018,11/8/2018
B1SK0S,3/31/2019,3/1/2019
B1SK0S,6/30/2019,5/8/2019
B1SK0S,9/30/2019,8/9/2019
B1SK0S,12/31/2019,11/7/2019
BWT5TP,6/30/2016,7/19/2016
BWT5TP,9/30/2016,7/19/2016
BZ13VD,6/30/2018,5/9/2018
B2R9XL,9/30/2016,7/21/2016
B2R9XL,3/31/2017,3/23/2017
B2R9XL,9/30/2017,7/20/2017
B2R9XL,12/31/2017,11/15/2017
B2R9XL,3/31/2018,3/22/2018
B2R9XL,9/30/2018,8/22/2018
B2R9XL,12/31/2018,11/14/2018
B2R9XL,3/31/2019,3/20/2019
B2R9XL,6/30/2019,4/18/2019
B2R9XL,9/30/2019,8/14/2019
B2R9XL,12/31/2019,11/14/2019
BZ1MXR,3/31/2016,3/3/2016
BZ1MXR,6/30/2016,5/31/2016
BZ1MXR,9/30/2016,8/30/2016
BZ1MXR,12/31/2016,11/30/2016
BZ1MXR,3/31/2017,3/30/2017
BZ1MXR,6/30/2017,5/31/2017
BZ1MXR,9/30/2017,8/31/2017
BZ1MXR,12/31/2017,11/30/2017
BZ1MXR,3/31/2018,3/20/2018
BZ1MXR,6/30/2018,5/31/2018
BZ1MXR,9/30/2018,8/30/2018
BZ1MXR,12/31/2018,11/29/2018
BZ1MXR,3/31/2019,3/28/2019
BZ1MXR,6/30/2019,5/30/2019
BZ1MXR,9/30/2019,8/29/2019
BYZ43T,6/30/2017,5/19/2017
BYZ43T,9/30/2017,8/30/2017
BYZ43T,12/31/2017,11/16/2017
BYZ43T,3/31/2018,3/12/2018
BYZ43T,6/30/2018,5/30/2018
BYZ43T,9/30/2018,8/30/2018
BYZ43T,12/31/2018,11/22/2018
BYZ43T,3/31/2019,3/7/2019
BYZ43T,6/30/2019,5/30/2019
BYZ43T,12/31/2019,11/21/2019
B681D6,9/30/2016,9/16/2016
B681D6,12/31/2016,12/1/2016
B681D6,12/31/2017,12/4/2017
B681D6,3/31/2018,4/26/2018
BG087C,12/31/2018,11/29/2018
BG087C,3/31/2019,3/28/2019
BG087C,6/30/2019,5/14/2019
BG087C,9/30/2019,8/29/2019
BG087C,12/31/2019,11/22/2019
BZ3CDP,12/31/2017,11/28/2017
BZ3CDP,3/31/2018,3/28/2018
BZ3CDP,6/30/2018,5/11/2018
BZ3CDP,9/30/2018,9/3/2018
BZ3CDP,6/30/2019,6/3/2019
726829,9/30/2017,9/26/2017
726829,12/31/2017,12/21/2017
726829,3/31/2018,4/30/2018
726829,6/30/2018,6/25/2018
726829,9/30/2018,9/25/2018
726829,3/31/2019,4/23/2019
726829,6/30/2019,6/28/2019
732015,9/30/2014,8/18/2014
732015,12/31/2014,11/14/2014
732015,3/31/2015,3/6/2015
732015,6/30/2015,5/15/2015
732015,9/30/2015,8/14/2015
732015,12/31/2015,11/13/2015
732015,3/31/2016,3/4/2016
BC9ZH8,3/31/2017,2/6/2017
BC9ZH8,6/30/2017,5/9/2017
BC9ZH8,9/30/2017,7/28/2017
BC9ZH8,12/31/2017,11/9/2017
BH7XXQ,6/30/2017,4/26/2017
549913,9/30/2012,8/1/2012
549913,12/31/2012,11/8/2012
549913,3/31/2013,3/14/2013
549913,6/30/2013,5/7/2013
549913,9/30/2013,7/31/2013
549913,3/31/2014,2/19/2014
549913,6/30/2014,5/15/2014
549913,9/30/2014,7/31/2014
549913,12/31/2015,11/12/2015
549913,3/31/2016,4/6/2016
549913,3/31/2018,3/20/2018
549913,6/30/2018,5/10/2018
549913,9/30/2018,7/31/2018
549913,12/31/2018,11/13/2018
549913,3/31/2019,4/3/2019
549913,6/30/2019,5/15/2019
549913,9/30/2019,8/2/2019
423142,9/30/2012,8/9/2012
423142,6/30/2013,5/15/2013
423142,12/31/2016,11/11/2016
423142,3/31/2017,3/14/2017
B14NJ7,12/31/2013,10/24/2013
B14NJ7,3/31/2014,3/5/2014
B14NJ7,6/30/2014,4/28/2014
B14NJ7,9/30/2014,7/23/2014
B14NJ7,12/31/2014,10/23/2014
B14NJ7,3/31/2015,3/3/2015
B14NJ7,6/30/2015,4/29/2015
B14NJ7,9/30/2015,7/23/2015
B14NJ7,12/31/2015,10/22/2015
B14NJ7,3/31/2016,3/2/2016
B14NJ7,6/30/2016,4/27/2016
B14NJ7,9/30/2016,7/27/2016
B14NJ7,12/31/2016,10/26/2016
B14NJ7,3/31/2017,2/28/2017
B14NJ7,9/30/2017,7/26/2017
B14NJ7,12/31/2017,10/25/2017
B14NJ7,9/30/2019,7/30/2019
B14NJ7,12/31/2019,10/30/2019
BLLJ38,12/31/2015,11/13/2015
BLLJ38,3/31/2016,3/18/2016
BLLJ38,6/30/2019,5/9/2019
BLLJ38,9/30/2019,7/29/2019
405671,9/30/2012,8/2/2012
405671,12/31/2012,11/9/2012
405671,3/31/2013,3/14/2013
405671,12/31/2015,11/5/2015
405671,3/31/2016,3/18/2016
405671,6/30/2016,5/12/2016
405671,9/30/2017,8/2/2017
405671,12/31/2017,11/9/2017
405671,3/31/2018,3/15/2018
405671,6/30/2018,5/4/2018
405671,9/30/2018,8/1/2018
405671,12/31/2018,11/8/2018
737654,12/31/2013,11/11/2013
737654,3/31/2014,3/28/2014
737654,6/30/2014,5/14/2014
737654,9/30/2014,8/1/2014
737654,12/31/2014,11/10/2014
737654,3/31/2015,4/1/2015
737654,6/30/2015,5/14/2015
737654,9/30/2015,8/3/2015
737654,12/31/2015,11/11/2015
737654,3/31/2016,3/9/2016
737654,6/30/2016,5/11/2016
